name,ring,quadrant,isNew,status,description
Electron,assess,platforms,FALSE,no change,"<p><strong><a href=""http://electron.atom.io/"">Electron</a></strong> is a solid framework for building native desktop clients using web technologies such as HTML, CSS and JavaScript. Teams can leverage their web know-how to deliver polished cross-platform desktop clients without spending time learning another set of technologies.</p>"
Ethereum,assess,platforms,FALSE,no change,"<p>The hype seems to have peaked for blockchains and cryptocurrencies, as evidenced by the slowdown of previous firehose-scale announcements in this area, and we expect some of the more speculative efforts to die out over time. One of the blockchains, <a href=""https://www.ethereum.org/""><strong>Ethereum</strong></a>, while not universally popular among diehard blockchain aficionados, appears in increasing numbers in new initiatives. Ethereum is a public blockchain with a built-in programming language allowing developers to build ""smart contracts"", which are algorithmic movements of ether (the Ethereum cryptocurrency) in response to activity happening on the blockchain. R3CEV, the consortium building blockchain tech for banks, built its first proofs of concept on Ethereum. Ethereum has been used to build a distributed autonomous organization (DAO)—one of the first ""algorithmic corporations""—although a recent heist of <a href=""http://www.coindesk.com/dao-attacked-code-issue-leads-60-million-ether-theft/"">$150 million in the ether</a> demonstrates that the blockchains and cryptocurrencies are still the Wild West of the technology world.</p>"
Hyperledger,assess,platforms,TRUE,new,"<p><strong>Hyperledger</strong> is a platform built around blockchain technologies. It consists of a blockchain implementation named Fabric and other associated tools. Disregarding the hype surrounding blockchain, our teams have found it easy to get started with these tools. The fact that it is an open source platform supported by the Linux Foundation also adds to our excitement about Hyperledger.</p>"
IndiaStack,assess,platforms,FALSE,no change,"<p><strong><a href=""http://www.indiastack.org"">IndiaStack</a></strong> is a set of Open APIs designed with the goal of transforming India from a data-poor to a data-rich country. The stack emphasizes layered innovation by specifying a minimal set of APIs and encourages the rest of the ecosystem to build custom applications on top of these APIs. <a href=""http://www.indiastack.org/Resource#Aadhaar"">Aadhaar</a> serves as one of the foundation layers, providing authentication services for more than a billion Indian citizens. In addition, there are services to provide paperless transactions through digital signatures (eSign), unified online payment (UPI) and an electronic consent layer ((e-KYC)[https://uidai.gov.in/ecosystem/authentication-devices-documents/about-aadhaar-paperless-offline-e-kyc.html]) to securely provide Aadhaar details to service providers. We believe in the Open API–driven initiative to bring digital innovation, and the design principles behind IndiaStack could be used as a change agent for other regions/countries.</p>"
Kafka Streams,assess,platforms,TRUE,new,"<p><strong>Kafka Streams</strong> is a lightweight library for building streaming applications. It's been designed with the goal of simplifying stream processing enough to make it easily accessible as a mainstream application programming model for asynchronous services. It can be a good alternative in scenarios where you want to apply a stream processing model to your problem without embracing the complexity of running a cluster (usually introduced by full-fledged stream processing frameworks).</p>"
Keycloak,assess,platforms,TRUE,new,"<p>In a <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">microservices</a> or any other distributed architecture, one of the most common needs is to secure the services or APIs through authentication and authorization features. This is where <strong><a href=""http://www.keycloak.org/"">Keycloak</a></strong> comes in. Keycloak is an open source identity and access management solution that makes it easy to secure applications or microservices with little to no code. Out of the box, it supports single sign-on, social login, and standard protocols such as OpenID Connect, OAuth2 and SAML.</p>"
Mesosphere DCOS,assess,platforms,FALSE,no change,"<p><strong><a href=""https://mesosphere.com/product/"">Mesosphere DCOS</a></strong> is a platform built on top of <a href=""https://www.thoughtworks.com/radar/platforms/apache-mesos"">Mesos</a> that abstracts away your underlying infrastructure for containerized applications as well as for applications you don't want to run inside Docker. This may be overkill for more modest deployments, but we're beginning to see successes with both the commercial and <a href=""https://dcos.io/"">open source versions</a>. We particularly like that it facilitates portability between different cloud providers as well as dedicated hardware, and that for containerized workloads you're not tied into one container orchestration framework. Although upgrades can be a little more complex than we would like, the overall stack is stabilizing nicely.</p>"
Mosquitto,assess,platforms,TRUE,new,"<p>In our experience—for Internet of Things (IoT) solutions where a lot of devices communicate with each other and/or a central data hub—the MQTT connectivity protocol has proven itself. We've also come to like the <strong><a href=""http://mosquitto.org/"">Mosquitto</a></strong> MQTT broker. It might not satisfy all demands, particularly with regard to scalability, but its compact nature and easy setup makes it ideal for development and testing purposes.</p>"
Nuance Mix,assess,platforms,FALSE,no change,"<p><strong><a href=""https://developer.nuance.com/public/index.php?task=mix"">Nuance Mix</a></strong> is a framework for natural language processing from the company that created the speech-to-text technology behind Dragon Speaking and the first roll-out of Siri. This framework supports the creation of grammars that allow for free-form user interaction via voice. The developer defines a domain-specific grammar that the framework can train itself to understand. The outcomes are responses to user input that identify the user's intents and interaction concepts. At first, it is limited to phrases close to the ones used to train it, but over time it can start to identify meaning from more divergent phrasing. Though it is still in beta, the accuracy from early exploration has been compelling, and the eventual product is one to watch for application forms that could benefit from hands-free user interaction—including mobile, IoT, AR, VR and interactive spaces.</p>"
OpenVR,assess,platforms,FALSE,no change,"<p><strong><a href=""https://github.com/ValveSoftware/openvr"">OpenVR</a></strong> is the underlying SDK in making many of the VR head-mounted displays (HMDs) work with Unity and will likely keep growing in importance. Much of the VR work at ThoughtWorks was built on top of OpenVR, because it will run on any HMD, unlike the other SDKs. Though it is not open source, it is free via the license. The Oculus SDK is more restrictive in its licensing and only works on Oculus devices. <a href=""https://osvr.github.io/"">OSVR</a>, while truly open source, doesn't seem to have as much adoption yet. If you're going to develop a VR application and target as many devices as possible—and not use Unity or Unreal to develop them—OpenVR is the most concrete and pragmatic solution right now.</p>"
PlatformIO,assess,platforms,TRUE,new,"<p><strong><a href=""http://platformio.org/"">PlatformIO</a></strong> provides a rich ecosystem for IoT development by providing cross-platform builds, library management and good integration with existing IDEs. The intelligent code completion and Smart Code Linter with built-in terminal and serial port monitor greatly enhances the developer experience. It also organizes and maintains <a href=""http://platformio.org/lib"">thousands of libraries</a> and provides a clean dependency manager with semantic versioning to ease IoT development. We've started using PlatformIO in a few IoT projects and we really like it for its simplicity and wide support of <a href=""http://platformio.org/platforms"">platforms</a> and <a href=""http://platformio.org/boards"">boards</a>.</p>"
Tango,assess,platforms,TRUE,new,"<p>Alongside virtual reality (VR), which has a relatively high bar to entry due to hardware requirements and the effort to create virtual worlds, alternate reality (AR) and mixed reality (MR) also entered into the mainstream last year. Pokémon Go provided evidence that regular smartphones are sufficient to create compelling AR/MR experiences. <strong><a href=""https://en.wikipedia.org/wiki/Tango_(platform)"">Tango</a></strong> is a new hardware sensor technology for mobile phones that further enhances the possibilities for AR/MR on phones. It allows apps to acquire detailed 3-D measurements of the user's surroundings so that virtual objects can be placed and rendered more convincingly on the camera feed. The first phones with Tango technology are now available.</p>"
Voice platforms,assess,platforms,TRUE,new,"<p><strong>Voice platforms</strong> such as <a href=""https://developer.amazon.com/alexa"">Amazon Alexa</a> and <a href=""https://developers.google.com/actions/"">Google Home</a> are riding high on the hype cycle; some even herald the ubiquity of the conversational voice interface. We're already integrating conversational UIs into products and seeing the impact of this new interaction in how we design interfaces. Alexa specifically was built from the ground up without a screen and treats the conversational UI as first-class. But it's still too early to believe the hype, and we expect more big players to get in the game.</p>"
WebVR,assess,platforms,TRUE,new,"<p><strong><a href=""https://webvr.info/"">WebVR</a></strong> is an experimental JavaScript API that enables you to access VR devices through your browser. It has garnered support from the community and is available through nightly builds as well as in some release versions. If you are looking to build VR experiences in your browser, then this is a great place to start. This technology alongside complementary tools such <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/three-js"">Three.js</a>, <a href=""https://aframe.io/"">A-Frame</a>, <a href=""https://github.com/facebookincubator/react-vr"">ReactVR</a>, <a href=""https://github.com/argonjs/argon"">Argon.js</a> and <a href=""https://github.com/awe-media/awe.js"">Awe.js</a> brings AR experiences to the browser. The flurry of tools in this space, alongside Internet commission standards, could help promote stronger adoption of AR and VR.</p>"
wit.ai,assess,platforms,FALSE,no change,"<p>Hype surrounding machine intelligence has reached a crescendo, but as with Big Data, useful frameworks and tools are waiting to be discovered among all the hot air. One such tool is <a href=""https://wit.ai/""><strong>wit.ai</strong></a>, a SaaS platform that allows developers to create conversational interfaces using natural language processing (NLP). Wit works with either text or speech inputs, helps developers manage conversational intent and allows custom business logic to be implemented using JavaScript. The system is free for commercial and noncommercial use and encourages the creation of open applications. Be aware that you must agree to let Wit use your data in order to improve the service and for its own analysis, so read the <a href=""https://wit.ai/terms"">terms and conditions</a> carefully. Another contender in this space is the <a href=""https://dev.botframework.com/"">Microsoft Bot Framework</a>, but it's available only in limited preview form as of this writing. As with most things Microsoft, we expect the Bot Framework to evolve quickly, so it's worth keeping an eye on.</p>"
CMS as a platform,hold,platforms,FALSE,no change,"<p>We are seeing too many organizations run into trouble as they attempt to use their <strong>CMS as a platform</strong> for delivering large and complex digital applications. This is often driven by the vendor-fueled hope of bypassing unresponsive IT organizations and enabling the business to drag and drop changes directly to production. While we are very supportive of providing content producers with the right tools and workflows, for applications with complex business logic we tend to recommend treating your CMS as a component of your platform (often in a hybrid or headless mode) cooperating cleanly with other services, rather than attempting to implement all of your functionality in the CMS itself.</p>"
Overambitious API gateways,hold,platforms,FALSE,no change,"<p>One of our regular complaints is about business smarts implemented in middleware, resulting in transport software with ambitions to run critical application logic. Vendors in the highly competitive API gateway market continue to add features that differentiate their products. This results in <strong>overambitious API gateway</strong> products whose functionality—on top of what is essentially a reverse proxy—encourages designs that are difficult to test and deploy. API gateways can provide utility in dealing with some generic concerns—for example, authentication and rate-limiting—but any domain smarts such as data transformation or rule processing should live in applications or services where they can be controlled by product teams working closely with the domains they support.</p>"
fastlane,adopt,tools,FALSE,moved in,"<p>Web application developers have it easy when it comes to simplifying and automating diverse application workflows; they can choose from a variety of solutions to help automate release processes. When developing for mobile, however, we're dealing with two operating systems with two different ways of building, testing, distribution, generating screenshots, signing and distributing applications. To help ease the pain, our teams have adopted <strong><a href=""https://fastlane.tools/"">fastlane</a></strong> as the go-to tool to automate the release process for iOS and Android applications. Using simple configurations and multiple pipelines, they can achieve <a href=""https://www.thoughtworks.com/radar/techniques/continuous-delivery-cd"">continuous delivery</a> for mobile development.</p>"
Grafana,adopt,tools,FALSE,no change,"<p>When combining modern techniques and architecture styles, such as <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">microservices</a>, <a href=""https://www.thoughtworks.com/radar/techniques/devops"">DevOps</a> and <a href=""https://www.thoughtworks.com/radar/techniques/qa-in-production"">QA in production</a>, development teams need increasingly sophisticated monitoring. Simply looking a graphs of disk usage and CPU utilization is not sufficient anymore, and many teams collect application and business-specific metrics using tools such a Graphite and Kibana. <strong><a href=""http://grafana.org/"">Grafana</a></strong> makes it easy to create useful and elegant dashboards for data from a number of sources. A particularly useful feature allows timescales of different graphs to be synchronized, which helps with spotting correlations in the underlying data. The templating system that is being added shows a lot promise and will likely make managing sets of similar services even easier. Based on its strengths, Grafana has become our default choice in this category.</p>"
Airflow,trial,tools,TRUE,new,"<p><strong><a href=""https://airflow.incubator.apache.org/"">Airflow</a></strong> is a tool to programmatically create, schedule and monitor data pipelines. By treating Directed Acyclic Graphs (DAGs) as code, it encourages maintainable, versionable and testable data pipelines. We've leveraged this configuration in our projects to create dynamic pipelines that resulted in lean and explicit data workflows. Airflow makes it easy to define your operators and executors and to extend the library so that it fits the level of abstraction that suits your environment.</p>"
Cake and Fake,trial,tools,TRUE,new,"<p>MSBuild has been the primary build system in the .NET ecosystem since its introduction in 2005; however, it suffers from many of the same weaknesses we've previously called out in <a href=""https://www.thoughtworks.com/radar/tools/maven"">Maven</a>. The .NET community has started to develop alternatives to MSBuild which are easier to maintain and more flexible, and evolve more fluidly as a project grows. Two of these alternatives are <strong><a href=""http://cakebuild.net/"">Cake</a> and <a href=""https://fake.build/"">Fake</a></strong>. Cake uses a DSL built in C#, while Fake uses F#. Each has seen significant growth over the last year and has proven to be a viable alternative to MSBuild for orchestrating common build tasks in .NET projects.</p>"
Galen,trial,tools,FALSE,no change,"<p>Testing that layout and styling of responsive websites is working as expected across various form factors can be a slow and often manual process. <strong><a href=""http://galenframework.com/"">Galen</a></strong> helps ease this problem by providing a simple language, running on top of <a href=""http://www.seleniumhq.org/"">Selenium</a>, that allows you to specify expectations for the appearance of your website in various screen sizes. Although Galen suffers from the typical brittleness and speed issues of any end-to-end testing approach, we have found benefit in the early feedback on design issues.</p>"
HashiCorp Vault,trial,tools,FALSE,no change,"<p>Having a way to securely manage secrets is increasingly becoming a huge project issue. The old practice of keeping secrets in a file or in environment variables is becoming hard to manage, especially in environments with multiple applications and large numbers of <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">microservices</a>. <a href=""https://github.com/hashicorp/vault""><strong>HashiCorp Vault</strong></a> addresses the problem by providing mechanisms for securely accessing secrets through a unified interface. It has served us well on a number of projects, and our teams liked how easy it was to integrate Vault with their services. Storing and updating secrets is a bit cumbersome, because it relies on a command-line tool and a fair amount of discipline from the team.</p>"
Pa11y,trial,tools,FALSE,no change,"<p><a href=""http://pa11y.org/""><strong>Pa11y</strong></a> is an automatic accessibility tester that can run from the command line and be embedded into a build pipeline. Our teams have had success using Pa11y on a highly dynamic site by first creating a static HTML version, then running the accessibility tests against that. For many systems—especially government websites—accessibility testing is a requirement, and Pa11y makes it all a lot easier.</p>"
Scikit-learn,trial,tools,FALSE,moved in,"<p><strong><a href=""http://scikit-learn.org/stable/"">Scikit-learn</a></strong> is not a new tool (it is approaching its tenth birthday); what is new is the rate of adoption of machine-learning tools and techniques outside of academia and major tech companies. Providing a robust set of models and a rich set of functionality, Scikit-learn plays an important role in making machine-learning concepts and capabilities more accessible to a broader (and often non-expert) audience.</p>"
Serverless Framework,trial,tools,TRUE,new,"<p>The popular <strong><a href=""https://serverless.com/"">Serverless Framework</a></strong> provides tooling for scaffolding and deployment of serverless applications, primarily using <a href=""https://www.thoughtworks.com/radar/platforms/aws-lambda"">AWS Lambda</a> and other AWS offerings. Serverless Framework provides template support for JavaScript, Python, Java and C#, and has an active community that contributes plugins that extend the framework. The framework also supports the Apache incubator project OpenWhisk as an alternative to AWS Lambda.</p>"
Talisman,trial,tools,FALSE,no change,"<p>With the maturity of tools such as <a href=""https://www.thoughtworks.com/radar/tools/hashicorp-vault"">Vault</a>, there is no longer an excuse for storing secrets in code repositories, particularly since this often ends up being the soft underbelly of important systems. We've previously mentioned repository-scanning tools such as <a href=""https://www.thoughtworks.com/radar/tools/gitrob"">Gitrob</a>, but we are now pushing proactive tools such as (the ThoughtWorks-created) <strong><a href=""https://github.com/thoughtworks/talisman"">Talisman</a></strong>, which is a prepush hook for Git that scans commits for secrets matching predefined patterns.</p>"
Terraform,trial,tools,FALSE,no change,"<p>With <strong><a href=""https://www.terraform.io/"">Terraform</a></strong>, you can manage cloud infrastructure by writing declarative definitions. The configuration of the servers instantiated by Terraform is usually left to tools like Puppet, Chef or Ansible. We like Terraform because the syntax of its files is quite readable and because it supports a number of cloud providers while making no attempt to provide an artificial abstraction across those providers. Following our first, more cautious, mention of Terraform almost two years ago, it has seen continued development and has evolved into a stable product that has proven its value in our projects. The issue with state file management can now be sidestepped by using what Terraform calls a ""remote state backend."" We've successfully used <a href=""https://www.thoughtworks.com/radar/tools/consul"">Consul</a> for that purpose.</p>"
Amazon Rekognition,assess,tools,TRUE,new,"<p><strong><a href=""https://aws.amazon.com/rekognition/"">Amazon Rekognition</a></strong> is one of the cloud-based image comprehension tools we've mentioned elsewhere in this Radar. What we like about it is that Amazon has taken a somewhat novel approach to making faces anonymous (using GUIDs) from AWS to accommodate some of the privacy concerns that come with facial recognition.</p>"
Android-x86,assess,tools,FALSE,no change,"<p><strong><a href=""http://www.android-x86.org/"">Android-x86</a></strong> is a port of the <a href=""http://source.android.com/"">Android open source</a> project to x86 platforms. The project started by hosting various patches from the community for x86 support but then later created its own codebase to provide support for different x86 platforms. We have seen significant time savings by utilizing Android-x86 in our CI servers instead of emulators for hermetic UI testing. However, for UI-specific tests targeting a particular device resolution—simulating low memory, bandwidth and battery—it is better to stick with emulators.</p>"
Bottled Water,assess,tools,FALSE,no change,"<p>With the growth of interest in streaming data architectures and the downstream data lakes they feed, we have seen an increased reliance on ""change data capture"" tooling to connect transactional data stores to stream-processing systems. <strong><a href=""https://github.com/confluentinc/bottledwater-pg"">Bottled Water</a></strong> is a welcome addition to this field, converting changes in <a href=""https://www.thoughtworks.com/radar/platforms/postgresql-for-nosql"">PostgreSQL</a>'s write-ahead log into <a href=""https://www.thoughtworks.com/radar/tools/apache-kafka"">Kafka</a> events. One downside of this approach, however, is that you are tied to low-level database events rather than the higher-level <a href=""https://www.thoughtworks.com/radar/techniques/capture-domain-events-explicitly"">business events</a> we recommend as the foundation for an event-oriented architecture.</p>"
Claudia,assess,tools,TRUE,new,"<p>The combination of <a href=""https://www.thoughtworks.com/radar/platforms/aws-lambda"">AWS Lambda</a> with <a href=""https://www.thoughtworks.com/radar/platforms/amazon-api-gateway"">Amazon API Gateway</a> has had a big impact on how we deploy services and APIs. However, even in this serverless configuration, the amount of configuration required to wire things together is not trivial. <strong><a href=""https://claudiajs.com/"">Claudia</a></strong> is a tool which automates deployment of AWS Lambda functions written in JavaScript and associated API Gateway configurations. It provides reasonable defaults, and our teams have found it allows them to get started quickly with Lambda-based microservices.</p>"
Clojure.spec,assess,tools,FALSE,no change,"<p>One of those perpetual developer debates involves language typing: How much is just right? <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/clojure"">Clojure</a>, the dynamically typed functional Lisp on the JVM, added a new entry into this discussion that blurs the lines. <strong><a href=""https://clojure.org/about/spec"">Clojure.spec</a></strong> is a new facility built into Clojure that allows developers to wrap type and other verification criteria around data structures, such as allowable value ranges. Once they are established, Clojure uses these specifications to provide a slew of benefits: generated tests, validation, destructuring of data structures and others. Clojure.spec is a promising way to have the benefits of types and ranges where developers need them but not everywhere.</p>"
InSpec,assess,tools,TRUE,new,"<p>How does a business hand autonomy to delivery teams while still making sure their deployed solutions are safe and compliant? How do you ensure that servers, once deployed, remain secure and compliant over their operational lifetime? These are the problems that <strong>InSpec</strong> tries to address. InSpec is an infrastructure testing tool inspired by <a href=""https://www.thoughtworks.com/radar/tools/serverspec"">Serverspec</a>, but with modifications that make the tool more useful for security professionals who need to ensure compliance across thousands of servers. Individual tests can be combined into complete security profiles and run remotely from a command line. InSpec is useful for developers but extends to testing deployed production infrastructure continuously, moving toward <a href=""https://www.thoughtworks.com/radar/techniques/qa-in-production"">QA in production</a>.</p>"
Molecule,assess,tools,TRUE,new,"<p><strong><a href=""https://github.com/metacloud/molecule"">Molecule</a></strong> is designed to aid in the development and testing of <a href=""https://www.thoughtworks.com/radar/tools/ansible"">Ansible</a> roles. By building the scaffolding for running Ansible role tests on a virtual machine or container of choice, we don't have to setup our testing environment manually. Molecule leverages <a href=""https://www.thoughtworks.com/radar/tools/vagrant"">Vagrant</a>, <a href=""https://www.thoughtworks.com/radar/platforms/docker"">Docker</a>, and <a href=""https://www.thoughtworks.com/radar/platforms/openstack"">OpenStack</a> to manage virtual machines or containers, and supports <a href=""https://www.thoughtworks.com/radar/tools/serverspec"">Serverspec</a>, <a href=""https://www.thoughtworks.com/radar/tools/testinfra"">Testinfra</a>, or <a href=""https://github.com/aelsabbahy/goss"">Goss</a> to run the tests. The default steps in the sequence facility model include: virtual machine management, Ansible linting, idempotence testing and convergence testing. Although it is a fairly young project, we see a great potential for its usage.</p>"
Spacemacs,assess,tools,TRUE,new,"<p>As any Emacs fan will tell you, Emacs is more than a text editor; it is a platform for character-mapped applications. Over the past few years, there has been an explosion of new developments on this platform, but we think <strong><a href=""https://www.spacemacs.org/"">Spacemacs</a></strong> deserves particular attention. Spacemacs provides an introduction to the Emacs platform, with a new keyboard user-interface, simplified customization layers, and a curated distribution of Emacs packages. One of the project's aims is to be the best of worlds by combining the Vim UI with the <a href=""https://martinfowler.com/bliki/InternalReprogrammability.html"">internal reprogrammability</a> of Emacs. We consider developer productivity tools to be a vital part of effective software development, and if you haven't considered Emacs for a while, we suggest you take a look at how Spacemacs rethinks this classic development platform.</p>"
spaCy,assess,tools,TRUE,new,"<p><a href=""https://spacy.io/""><strong>spaCy</strong></a> is a Natural Language Processing (NLP) library written in Python. It is a high-performance library, intended for use by developers in production, and applies NLP models suited for processing text that often mixes in emoticons and inconsistent punctuation marks. Unlike other NLP frameworks, spaCy is a pluggable library and not a platform; it is aimed at production applications rather than model training for research. It plays well with <a href=""https://www.thoughtworks.com/radar/platforms/tensorflow"">TensorFlow</a> and the rest of the Python AI ecosystem. We've used spaCy in the enterprise context to build a search engine that takes human language queries and helps users make business decisions.</p>"
Spinnaker,assess,tools,TRUE,new,"<p><a href=""http://techblog.netflix.com/2015/11/global-continuous-delivery-with.html"">Netflix</a> has open sourced <a href=""http://www.spinnaker.io/""><strong>Spinnaker</strong></a>, its microservices continuous delivery (CD) platform. Compared to other CI/CD platforms, Spinnaker implements cluster management and deployment of baked images to the cloud as first-class features. It supports out-of-the-box deployment and cluster management for multiple cloud providers such as Google Cloud Platform, AWS and <a href=""https://www.thoughtworks.com/radar/platforms/pivotal-cloud-foundry"">Pivotal Cloud Foundry</a>. You can integrate Spinnaker with Jenkins to run a Jenkins job build. We like Spinnaker's opinionated approach for deploying microservices to the cloud—with the exception that Spinnaker's pipelines are created via a user interface (UI) and cannot be configured as code.</p>"
Testinfra,assess,tools,TRUE,new,"<p>Given the wide use of infrastructure tools today, it should come as no surprise that infrastructure as code has increased in current projects. With this tendency comes the need for testing this code. With <strong>Testinfra</strong> you can test the actual state of your servers configured manually or by tools such as <a href=""https://www.thoughtworks.com/radar/tools/ansible"">Ansible</a>, <a href=""https://www.thoughtworks.com/radar/tools/puppet"">Puppet</a> and <a href=""https://www.thoughtworks.com/radar/platforms/docker"">Docker</a>. Testinfra aims to be a <a href=""https://www.thoughtworks.com/radar/tools/serverspec"">Serverspec</a> equivalent in Python and is written as a plugin to the Pytest test engine.</p>"
Yarn,assess,tools,TRUE,new,"<p><strong><a href=""https://yarnpkg.com/en/"">Yarn</a></strong> is a new package manager that replaces the existing workflow for the npm client while remaining compatible with the npm registry. With the npm client, we may end up with a different tree structure under node_modules based on the order that dependencies are installed. This nondeterministic nature can cause ""works on my machine"" problems. By breaking the installation steps into resolution, fetching and linking, Yarn avoids these issues using deterministic algorithms and lockfiles and thus guarantees repeatable installations. We've also seen significantly faster builds in our continuous integration (CI) environment because of Yarn caching all the packages it downloads.</p>"
Ember.js,adopt,languages-and-frameworks,FALSE,no change,"<p>If you are faced with building a single-page application (SPA) and trying to choose a framework to build with, <strong><a href=""http://emberjs.com/"">Ember.js</a></strong> has emerged as a leading choice. Our teams praise Ember for its highly productive developer experience, with far fewer surprises than other frameworks such as <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/angularjs"">AngularJS</a>. The Ember CLI build tooling is a haven in the storm of JavaScript build tools, and the Ember core team and community are highly active and responsive.</p>"
Python 3,adopt,languages-and-frameworks,FALSE,moved in,"<p><strong>Python 3</strong> introduced many useful features that are not backward compatible with Python 2.x. It also removed numerous Python 2.x features that were maintained for backward compatibility, making Python 3 easier to learn and use and more consistent with the rest of the language. Our experience using Python 3 in domains such as machine learning and web application development shows that both the language and most of its <a href=""http://py3readiness.org/"">supporting libraries</a> have matured for adoption. We were able to fork and patch minor issues of existing libraries or avoided using incompatible Python 2.x libraries that had been abandoned. If you are developing in Python we strongly encourage you to use Python 3.</p>"
ReactiveX,adopt,languages-and-frameworks,FALSE,no change,"<p>Distributed systems often utilize multithreading, event-based communication and nonblocking I/O to improve the overall system efficiency. These programming techniques impose challenges such as low-level threading, synchronization, thread safety, concurrent data structures, and non-blocking I/O. The open source <strong><a href=""http://reactivex.io/"">ReactiveX</a></strong> library beautifully abstracts away these concerns, provides the required application plumbing, and extends the <a href=""https://en.wikipedia.org/wiki/Observer_pattern"">observable pattern</a> on streams of asynchronous events. ReactiveX also has an active developer community and supports a growing list of languages, the most recent addition being <a href=""https://github.com/ReactiveX/RxSwift"">RxSwift</a>. It also implements binding to mobile and desktop platforms.</p>"
Redux,adopt,languages-and-frameworks,FALSE,no change,"<p>With the increasing complexity of single-page JavaScript applications, we have seen a more pressing need to make client-side state management predictable. <a href=""http://redux.js.org/""><strong>Redux</strong></a>, with its <a href=""http://redux.js.org/docs/introduction/ThreePrinciples.html"">three principles</a> of restrictions for updating state, has proven to be invaluable in a number of projects we have implemented. <a href=""https://egghead.io/courses/getting-started-with-redux"">Getting Started with Redux</a> and <a href=""https://egghead.io/courses/building-react-applications-with-idiomatic-redux"">idiomatic Redux</a> tutorials are a good starting point for new and experienced users. Its minimal library design has spawned a rich set of tools, and we encourage you to check out the <a href=""https://github.com/markerikson/redux-ecosystem-links"">redux-ecosystem-links</a> project for examples, middleware and utility libraries. We also particularly like the testability story: Dispatching actions, state transitions and rendering can be unit-tested separately from one another and with minimal amounts of mocking.</p>"
Avro,trial,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://avro.apache.org/"">Avro</a></strong> is a framework for data serialization. By storing schema along with the message content, it encourages schema evolution. Producers can edit field names, add new fields or delete existing fields and Avro guarantees that the clients continue to consume the messages. Having a schema allows data to be written without overhead which results in compact data encoding and faster data processing. Although the exchange of structure-less messages between producer and consumer is flexible, we've seen teams facing issues with incompatible unprocessed messages in the queue during deployments. We've used Avro in a number of projects and would recommend using it over just sending unstructured messages.</p>"
Elixir,trial,languages-and-frameworks,FALSE,no change,"<p>Interest in the <a href=""http://elixir-lang.org/""><strong>Elixir</strong></a> programming language continues to build. Increasingly, we see it used in serious projects and hear feedback from developers who find its Actor model to be robust and very fast. Elixir, which is built on top of the Erlang virtual machine, is showing promise for creating highly concurrent and fault-tolerant systems. Elixir has distinctive features such as the Pipe operator, which allows developers to build a pipeline of functions as you would in the UNIX command shell. The shared byte code allows Elixir to interoperate with Erlang and leverage existing libraries while supporting tools such as the Mix build tool, the IEx interactive shell and the <a href=""http://elixir-lang.org/docs/stable/ex_unit/ExUnit.html"">ExUnit</a> unit-testing framework.</p>"
Enzyme,trial,languages-and-frameworks,FALSE,no change,"<p>We've been enjoying the rapid component-level UI testing that <a href=""http://airbnb.io/enzyme/""><strong>Enzyme</strong></a> provides for <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/react-js"">React.js</a> applications. Unlike many other snapshot-based testing frameworks, Enzyme allows you to test without doing on-device rendering, which results in faster and more granular testing. This is a contributing factor in our ability to massively reduce the amount of functional testing we find we have to do in React applications.</p>"
Hangfire,trial,languages-and-frameworks,TRUE,new,"<p>One common problem in application development is how to schedule tasks that run outside the main process periodically or when certain conditions are met. The problem gets more complicated when unexpected events, such as application shutdowns, occur. The <strong><a href=""http://hangfire.io/"">Hangfire</a></strong> framework, as our teams discovered, can do this and much more in the .NET environment. Hangfire is both easy to use and flexible, and it embraces a functional style. Particularly interesting is its ability to save a task's state so it can resume when an application restarts after a crash or shutdown.</p>"
Nightwatch,trial,languages-and-frameworks,TRUE,new,"<p><a href=""http://nightwatchjs.org/""><strong>Nightwatch</strong></a> is a framework that allows automated acceptance tests for browser-based apps to be created in JavaScript and run in <a href=""https://www.thoughtworks.com/radar/platforms/node-js"">Node.js</a>. Nightwatch allows tests to be defined using a fluent API which can then be executed against a Selenium/WebDriver server. In the case of single page apps or other JavaScript-heavy pages, this allows the automated tests to be created and run within the same language and environment as the bulk of the code.</p>"
Phoenix,trial,languages-and-frameworks,FALSE,no change,"<p>Some of our ThoughtWorks teams have had very positive experiences with <strong>Phoenix</strong> , a server-side web MVC framework written in <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/elixir"">Elixir</a>. In addition to being streamlined and easy to use, Phoenix takes advantage of Elixir to be extremely fast. For some developers, Phoenix evokes the joy they experienced when first discovering Ruby and Rails. Although the ecosystem of libraries for Phoenix is not as extensive as for some more mature frameworks, it should benefit from the continuing success and growth of support for Elixir.</p>"
