name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
Cosmos DB,assess,platforms,FALSE,FALSE,FALSE,"<p><a href=""http://docs.microsoft.com/en-us/azure/cosmos-db/introduction""><strong>Cosmos DB</strong></a> is Microsoft's globally distributed, multimodel database service, which became generally available earlier this year. While most modern NoSQL databases offer tunable consistency, Cosmos DB makes it a first-class citizen and offers five different consistency models. It's worth highlighting that it also supports multiple models — key value, document, column family and graph — all of which map to its internal data model, called atom-record-sequence (ARS). One interesting aspect of Cosmos DB is that it offers service level agreements (SLAs) on its latency, throughput, consistency and availability. With its wide range of applicability, it has set a high standard for other cloud vendors to match.</p>"
Godot,assess,platforms,TRUE,FALSE,FALSE,"<p>As AR and VR continue to gain traction, we continue to explore tools with which we can create immersive virtual worlds. Our positive experience with <a href=""https://www.thoughtworks.com/radar/platforms/unity-beyond-gaming"">Unity</a>, one of the two major gaming engines, led us to feature it in previous Radars. We still like Unity but are also excited about <a href=""http://godotengine.org/""><strong>Godot</strong></a>, a relatively new entrant to the field. Godot is open source software and although not as fully featured as the big commercial engines, it comes with a more modern software design and less clutter. Offering C# and Python further lowers the barrier to entry for developers outside the gaming industry. Godot version 3, released earlier this year, <a href=""http://godotengine.org/article/update-on-recent-vr-developments"">adds support for VR</a> and support for AR is on the horizon.</p>"
Interledger,assess,platforms,TRUE,FALSE,FALSE,"<p>Most people may know the ""Internet of money"" through <a href=""http://bitcoin.org/en/"">Bitcoin</a>. In fact, this idea can be traced to the early stages of the Web. HTTP even reserved a <a href=""http://httpstatusdogs.com/402-payment-required"">status code</a> for digital payment. The challenging part of this idea is to transfer value between different ledgers in different entities. <a href=""http://en.wikipedia.org/wiki/Blockchain"">Blockchain</a> technology promotes this idea through building a distributed shared ledger. The current challenge is how to achieve interoperability between different blockchain ledgers and interoperability with traditional centralized ledgers. <a href=""http://interledger.org/""><strong>Interledger</strong></a> is a protocol to connect different ledgers. This protocol uses connectors and a cryptographic mechanism such as <a href=""http://en.bitcoin.it/wiki/Hashed_Timelock_Contracts"">HTLC</a> to route secure payments across ledgers. It’s not hard to join the payment network through its suites. Interledger was first initiated by Ripple and is now steadily developed by a W3C community group.</p>"
Language Server Protocol,assess,platforms,FALSE,FALSE,FALSE,"<p>Much of the power of sophisticated IDEs comes from their ability to parse a program into an abstract syntax tree (AST) and then use that AST for program analysis and manipulation. This supports features such as autocomplete, finding callers and refactoring. Language servers pull this capability into a process that allows any text editor to access an API to work with the AST. Microsoft has led the creation of the <a href=""http://github.com/Microsoft/language-server-protocol""><strong>Language Server Protocol</strong></a> (LSP), harvested from their OmniSharp and TypeScript Server projects.<a href=""http://langserver.org#implementations-client"">Any editor</a> that uses this protocol can work with any language that has an <a href=""http://langserver.org#implementations-server"">LSP-compliant server</a>. This means we can keep using our favorite editors without forgoing the rich text editing modes of many languages — much to the delight of our Emacs addicts.</p>"
LoRaWAN,assess,platforms,FALSE,FALSE,FALSE,"<p><strong>LoRaWAN</strong> is a low-power wide-area network, designed for low-power consumption and communication over long distances using low bitrates. It provides for communication between devices and gateways, which can then forward the data to, for example, applications or servers. A typical usage is for a distributed set of sensors, or for Internet of Things (IoT) devices, for which long battery life and long-range communication is a must. LoRaWAN addresses two of the key problems with attempting to use normal Wi-Fi for such applications: range and power consumption. There are several implementations, a notable one being <a href=""http://www.thethingsnetwork.org/"">The Things Network</a>, a free, open source implementation.</p>"
Mongoose OS,assess,platforms,TRUE,FALSE,FALSE,"<p>With an accelerated growth of connected embedded devices and wider accessibility of hardware, <a href=""http://mongoose-os.com/""><strong>Mongoose OS</strong></a> fills a noticeable gap for embedded software developers: the gap between Arduino firmware suitable for prototyping and bare-metal microcontrollers' native SDKs. Mongoose OS is a microcontroller operating system that comes with a set of libraries and a development framework to support typical Internet of Things (IoT) applications with connectivity to generic <a href=""http://mqtt.org/"">MQTT</a> servers and popular IoT cloud platforms such as <a href=""http://cloud.google.com/iot-core"">Google Cloud IoT Core</a> and <a href=""http://aws.amazon.com/iot/"">AWS IoT</a> by default. In fact, Google recommends a <a href=""http://cloud.google.com/solutions/iot/kit/"">Mongoose starter kit</a> for its Cloud IoT Core. We’ve had a seamless experience using Mongoose OS in our embedded projects building connected workspaces. We especially liked its built-in security at the individual device level and OTA firmware updates, among other <a href=""http://mongoose-os.com/features.html"">features</a>. At the time of writing, only a limited number of microcontrollers and boards are supported with more popular ARM-based microcontrollers still under development.</p>"
Netlify,assess,platforms,FALSE,FALSE,FALSE,"<p>We like simple tools that solve one problem really well, and <a href=""http://www.netlify.com/""><strong>Netlify</strong></a> fits this description nicely. You can create static website content, check it into GitHub and then quickly and easily get your site live and available. There is a CLI available to control the process; content delivery networks (CDNs) are supported; it can work alongside tools such as <a href=""http://gruntjs.com/"">Grunt</a>; and, most importantly, Netlify supports HTTPS.</p>"
TICK Stack,assess,platforms,TRUE,FALSE,FALSE,"<p><a href=""http://www.influxdata.com/time-series-platform/""><strong>TICK Stack</strong></a> is a platform composed of open source components which makes collection, storage, graphing and alerting on-time series data such as metrics and events easy. The components of the TICK Stack are: Telegraf, a server agent for collecting and reporting metrics; InfluxDB, a high-performance time series database; Chronograf, a user interface for the platform; and Kapacitor, a data-processing engine that can process, stream and batch data from InfluxDB. Unlike <a href=""https://www.thoughtworks.com/radar/tools/prometheus"">Prometheus</a>, which is based on the Pull model, the TICK Stack is based on the Push model of collecting data. The heart of the system is the InfluxDB component which is one of the best time series databases. This stack is backed by InfluxData and needs the enterprise version for features such as DB clustering, but it’s still a fairly good choice for monitoring. We’re using it in a few places in production and have had good experiences with it.</p>"
TensorFlow Serving,assess,platforms,FALSE,FALSE,FALSE,"<p>Machine-learning models are starting to creep into everyday business applications. When enough training data is available, these algorithms can address problems that might have previously required complex statistical models or heuristics. As we move from experimental use to production, we need a reliable way to host and deploy the models that can be accessed remotely and scale with the number of consumers. <a href=""http://www.tensorflow.org/serving/""><strong>TensorFlow Serving</strong></a> addresses part of that problem by exposing a remote gRPC interface to an exported model; this allows a trained model to be deployed in a variety of ways. TensorFlow Serving also accepts a stream of models to incorporate continuous training updates, and its authors maintain a Dockerfile to ease the deployment process. Presumably, the choice of gRPC is to be consistent with the TensorFlow execution model; however, we’re generally wary of protocols that require code generation and native bindings.</p>"
Web Bluetooth,assess,platforms,TRUE,FALSE,FALSE,"<p><a href=""http://github.com/WebBluetoothCG/web-bluetooth""><strong>Web Bluetooth</strong></a> allows us to control any Bluetooth Low Energy device directly from the browser. This allows us to target scenarios that previously could only be solved with a native app. The specification is published by the Web Bluetooth Community Group and describes an API to discover and communicate with devices over the Bluetooth 4 wireless standard. Right now, Chrome is the only major browser which currently supports this specification. With <a href=""http://google.github.io/physical-web/"">Physical Web</a> and Web Bluetooth, we now have other avenues for getting users to interact with devices without them having to install yet another app on their phone. This is an exciting space which is worth keeping an eye on.</p>"
Windows Containers,assess,platforms,FALSE,FALSE,FALSE,"<p>Microsoft is catching up in the container space with <a href=""http://docs.microsoft.com/en-us/virtualization/windowscontainers/about/""><strong>Windows Containers</strong></a> enabling running Windows applications as containers on Windows-based environments. At the time of writing, Microsoft provides two Windows OS images as Docker containers — <a href=""http://hub.docker.com/r/microsoft/windowsservercore/"">Windows Server 2016 Server Core</a> and <a href=""http://hub.docker.com/r/microsoft/nanoserver/"">Windows Server 2016 Nano Server</a> — that can run as a <a href=""http://docs.microsoft.com/en-us/virtualization/windowscontainers/about/#windows-container-types"">Windows Server Container</a> with Docker. Our teams have started using Windows containers in scenarios where <a href=""https://www.thoughtworks.com/radar/techniques/docker-for-builds"">build agents</a> and similar containers have been working successfully. Microsoft is aware that there’s room for improvements such as decreasing the large image sizes and enriching ecosystem support and documentation.</p>"
Overambitious API gateways,hold,platforms,FALSE,FALSE,FALSE,"<p>We remain concerned about business logic and process orchestration implemented in middleware, especially where it requires expert skills and tooling while creating single points of scaling and control. Vendors in the highly competitive API gateway market are continuing this trend by adding features through which they attempt to differentiate their products. This results in <strong>overambitious API gateway</strong> products whose functionality — on top of what is essentially a reverse proxy — encourages designs that continue to be difficult to test and deploy. API gateways do provide utility in dealing with some specific concerns — such as authentication and rate limiting — but any domain smarts should live in applications or services.</p>"
Appium Test Distribution,trial,tools,TRUE,FALSE,FALSE,"<p>We've featured <a href=""https://www.thoughtworks.com/radar/tools/appium"">Appium</a> in the Radar in the past. It's one of the most popular mobile test automation frameworks. As we scale our test suite, being able to run our tests in parallel against an array of devices is key in having short feedback loops. <a href=""http://github.com/saikrishna321/AppiumTestDistribution""><strong>Appium Test Distribution</strong></a> solves this problem very effectively with its ability to run tests in parallel as well as run the same tests on multiple devices. Among other things, it distinguishes itself by its ability to add and remove devices in which tests run without any manual setup required and with its ability to run tests on remote devices. We've used it in a few projects at ThoughtWorks over the last couple of years and it worked very well for us.</p>"
BackstopJS,trial,tools,TRUE,FALSE,FALSE,"<p>We've been enjoying <strong><a href=""http://github.com/garris/BackstopJS"">BackstopJS</a></strong> for visual regression testing of web applications. The configurable viewports and ability to adjust tolerances are particularly useful, as is the visual comparison tool, which makes it easier to spot minor variations. It has good scriptability and the option to run in <a href=""https://www.thoughtworks.com/radar/tools/headless-chrome-for-front-end-test"">Headless Chrome</a>, PhantomJS and SlimerJS. We find it particularly helpful when running it against <a href=""https://www.thoughtworks.com/radar/techniques/living-css-style-guides"">living component style guides</a>.</p>"
Buildkite,trial,tools,FALSE,FALSE,FALSE,"<p>Our teams very much like the hosted CI/CD tool <a href=""http://buildkite.com/""><strong>Buildkite</strong></a> for its simplicity and quick setup. With Buildkite, you provide your own machines to execute builds — on premise or in the cloud — and install a lightweight agent application to connect the build agent to the hosted service. In many cases, having this level of control over the configuration of your build agents is a plus when compared to using hosted agents.</p>"
CVXPY,trial,tools,TRUE,FALSE,FALSE,"<p>It’s surprising how many problems can be expressed as <a href=""http://en.wikipedia.org/wiki/Mathematical_optimization"">mathematical optimization problems</a> and often <a href=""http://en.wikipedia.org/wiki/Convex_optimization"">convex problems</a> that can be efficiently solved. <a href=""http://www.cvxpy.org""><strong>CVXPY</strong></a> is an open source Python-embedded modeling language for convex optimization problems. It’s maintained by academics at Stanford University and offers a batteries-included install for several open source and commercial solvers. The documentation includes many examples which should inspire developers to use it. It’s particularly useful for prototyping solutions even though commercially licensed solvers, such <a href=""http://www.gurobi.com/"">Gurobi</a> or <a href=""http://www.ibm.com/analytics/data-science/prescriptive-analytics/cplex-optimizer"">IBM CPLEX</a>, may be required. In most cases though, it suffices by itself. However, the same group has written many extension packages such as <a href=""http://stanford.edu/%7Eboyd/papers/dccp.html"">DCCP</a> and related software such as <a href=""http://cvxopt.org/"">CVXOPT</a> based on recent advances in optimization.</p>"
Headless Chrome for front-end test,trial,tools,FALSE,FALSE,FALSE,"<p>Since mid-2017, Chrome users have had the option of running the browser in headless mode. This feature is ideally suited to running front-end browser tests without the overhead of displaying actions on a screen. Previously, this was largely the province of PhantomJS but <a href=""http://developers.google.com/web/updates/2017/06/headless-karma-mocha-chai"">Headless Chrome</a> is rapidly replacing the JavaScript-driven WebKit approach. Tests in Headless Chrome should run much faster, and behave more like a real browser, but our teams have found that it does use more memory than PhantomJS. With all these advantages, <strong>Headless Chrome for front-end test</strong> is likely to become the de facto standard.</p>"
Helm,trial,tools,TRUE,FALSE,FALSE,"<p><a href=""http://helm.sh""><strong>Helm</strong></a> is a package manager for <a href=""https://www.thoughtworks.com/radar/platforms/kubernetes"">Kubernetes</a>. The set of Kubernetes resources that together define an application is packaged as charts. These charts can describe a single resource, such as a Redis pod, or a full stack of a web application: HTTP servers, databases and caches. Helm, by default, comes with a repository of curated Kubernetes applications that are maintained in the official <a href=""http://github.com/kubernetes/charts"">charts repository</a>. It’s also easy to set up a private chart repository for internal usage. Helm has two components: a command line utility called Helm and a cluster component called Tiller. Securing a Kubernetes cluster is a wide and nuanced topic, but we highly recommend setting up Tiller in a role-based access control (RBAC) environment. We’ve used Helm in a number of client projects and it’s dependency management, templating and hook mechanism has greatly simplified the application lifecycle management in Kubernetes.</p>"
Jupyter,trial,tools,FALSE,TRUE,FALSE,"<p>Over the last couple of years, we've noticed a steady rise in the popularity of analytics notebooks. These are Mathematica-inspired applications that combine text, visualization and code in a living, computational document. Increased interest in machine learning — along with the emergence of Python as the programming language of choice for practitioners in this field — has focused particular attention on Python notebooks, of which <a href=""http://jupyter.org/""><strong>Jupyter</strong></a> seems to be gaining the most traction among ThoughtWorks teams. People seem to keep finding creative uses for Jupyter beyond a simple analytics tool. For example, see <a href=""https://www.thoughtworks.com/radar/techniques/jupyter-for-automated-testing"">Jupyter for automated testing</a>.</p>"
Patroni,trial,tools,TRUE,FALSE,FALSE,"<p><a href=""http://github.com/zalando/patroni""><strong>Patroni</strong></a> is a template for <a href=""http://www.postgresql.org/docs/9.5/static/high-availability.html"">PostgreSQL high availability</a>. Born out of the need to provide automatic failure for PostgreSQL, Patroni is a Python-based PostgreSQL controller that leverages a distributed configuration store (such as <a href=""http://coreos.com/etcd/"">etcd</a>, <a href=""http://zookeeper.apache.org/"">ZooKeeper</a>, or <a href=""https://www.thoughtworks.com/radar/tools/consul"">Consul</a>) to manage the state of the PostgreSQL cluster. Patroni supports both streaming and synchronous replication models and provides a rich set of REST APIs for dynamic configuration of the PostgreSQL cluster. If you want to achieve high availability in a distributed PostgreSQL setup, you have to consider many edge cases, and we like the fact that Patroni provides a template to achieve most of the common use cases.</p>"
WireMock,trial,tools,TRUE,FALSE,FALSE,"<p>A key driver for architectures based on <a href=""http://martinfowler.com/microservices/"">microservices</a> is independent evolvability of services. For example, when two services depend on each other, the testing process for one usually involves stubs and mocks for the other one. These can be written by hand, but as with mocking in unit tests, a framework helps developers focus on the actual test scenario. We have known of <a href=""http://wiremock.org/""><strong>WireMock</strong></a> for a while but we’ve preferred running tests with <a href=""https://www.thoughtworks.com/radar/tools/mountebank"">mountebank</a>. Over the past year, though, WireMock has really caught up and we now recommend it as a good alternative.</p>"
Yarn,trial,tools,FALSE,TRUE,FALSE,"<p><a href=""http://yarnpkg.com/en/""><strong>Yarn</strong></a> is a fast, reliable and secured package manager for JavaScript. Using a lock file and a deterministic algorithm, Yarn is able to guarantee that an installation that worked on one system will work exactly the same way on any other system. By efficiently queuing up requests, Yarn maximizes network utilization and as a result we’ve seen faster package downloads. Yarn continues to be our tool of choice for JavaScript package management in spite of the latest improvements in npm (version 5).</p>"
gopass,trial,tools,FALSE,FALSE,FALSE,"<p><a href=""http://www.justwatch.com/gopass/""><strong>gopass</strong></a> is a password management solution for teams, built on GPG and <a href=""https://www.thoughtworks.com/radar/tools/git"">Git</a>. It's a descendant of <a href=""http://www.passwordstore.org"">pass</a> and adds features such as: support for recipient management and multiple password stores in a single tree; an interactive search functionality; time-based one-time password (TOTP) support; and storage of binary data. Migration of your pass store is fairly straightforward, because gopass is largely compatible with the format pass uses. This also means integration into provisioning workflows can be achieved with a single call to a stored secret.</p>"
kops,trial,tools,FALSE,TRUE,FALSE,"<p><a href=""http://github.com/kubernetes/kops""><strong>kops</strong></a> is a command line tool for creating and managing high-availability production <a href=""https://www.thoughtworks.com/radar/platforms/kubernetes"">Kubernetes</a> clusters. kops has become our go-to tool to self-manage Kubernetes clusters on <a href=""https://www.thoughtworks.com/radar/platforms/aws"">AWS</a>, not the least because of its rapidly growing open source community. It also supports installing, upgrading and managing Kubernetes clusters on <a href=""https://www.thoughtworks.com/radar/platforms/google-cloud-platform"">Google Cloud</a>. Our experience with kops on Google, however, is very limited because of our preference for <a href=""https://www.thoughtworks.com/radar/platforms/gke"">GKE</a>, the managed Kubernetes offering. We recommend using kops in reusable scripts to create <a href=""https://www.thoughtworks.com/radar/tools/infrastructure-as-code"">infrastructure as code</a>. We're interested to see how kops continues to evolve to support managed Kubernetes clusters such as <a href=""http://aws.amazon.com/eks/"">EKS</a>, Amazon's own managed Kubernetes service.</p>"
Apex,assess,tools,FALSE,FALSE,FALSE,"<p><a href=""http://github.com/apex/apex""><strong>Apex</strong></a> is a tool to build, deploy and manage AWS Lambda functions with ease. With Apex, you can write functions in languages that are not yet natively supported in AWS, including Golang, Rust and others. This is made possible by a Node.js shim, which creates a child process and processes events through stdin and stdout. Apex has a lot of nice <a href=""http://github.com/apex/apex#features"">features</a> that improve the developer experience, and we particularly like the ability to test functions locally and perform a dry run of the changes before they're applied to AWS resources.</p>"
ArchUnit,assess,tools,TRUE,FALSE,FALSE,"<p><a href=""http://www.archunit.org/""><strong>ArchUnit</strong></a> is a Java testing library for checking architecture characteristics such as package and class dependencies, annotation verification and even layer consistency. The fact that it runs as unit tests, within your existing test setup, pleases us, even though it's available for Java architectures only. The ArchUnit test suite can be incorporated into a CI environment or a deployment pipeline, making it easier to implement <a href=""https://www.thoughtworks.com/radar/techniques/architectural-fitness-function"">fitness functions</a> in an <a href=""http://evolutionaryarchitecture.com/"">evolutionary architecture</a> way.</p>"
Conduit,assess,tools,TRUE,FALSE,FALSE,"<p><a href=""http://github.com/runconduit/conduit""><strong>Conduit</strong></a> is a lightweight <a href=""https://www.thoughtworks.com/radar/techniques/service-mesh"">service mesh</a> for <a href=""https://www.thoughtworks.com/radar/platforms/kubernetes"">Kubernetes</a>. Conduit embraces the out-of-process architecture with data plane proxy written in Rust and a control plane in <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/go-language"">Go</a>. The data plane proxy runs as a sidecar for all TCP traffic in the Kubernetes cluster and the control plane runs in a separate namespace in Kubernetes exposing REST APIs to control the behavior of the data plane proxy. By proxying all requests, Conduit provides a wealth of metrics for monitoring and observability of interactions in the service mesh for HTTP, HTTP/2 and gRPC traffic. Even though Conduit is relatively new to this space, we recommend it because it’s simple to install and operate.</p>"
Cypress,assess,tools,FALSE,FALSE,FALSE,"<p>Fixing end-to-end test failures in CI can be a painful experience, especially in headless mode. <a href=""http://www.cypress.io/""><strong>Cypress</strong></a> is a useful tool that helps developers build end-to-end tests easily and records all test steps as a video in an MP4 file. Instead of reproducing the issue in headless mode, developers can watch the testing video in order to fix it. Cypress is a powerful platform, not only a testing framework. Currently, we've integrated its CLI with headless CI in our projects.</p>"
Dependabot,assess,tools,TRUE,FALSE,FALSE,"<p>Keeping dependencies up to date is a chore, but it's important to manage upgrades frequently and incrementally. We want the process to be as painless and automated as possible. Our teams have often hand-rolled scripts to automate parts of the process; now, however, we integrate commercial offerings to do that work. <a href=""http://dependabot.com/""><strong>Dependabot</strong></a> is a service that integrates with your GitHub repositories and automatically checks your project dependencies for new versions. When required, Dependabot will open a pull request with upgraded dependencies. Using features of your CI server, you can automatically test upgrades for compatibility and automatically merge compatible upgrades to master. There are alternatives to Dependabot, including <a href=""http://renovateapp.com"">Renovate</a> for JavaScript projects and <a href=""http://depfu.com/"">Depfu</a> for JavaScript and Ruby projects. Our teams, however, recommend Dependabot because of its multilanguage support and ease of use.</p>"
Flow,assess,tools,FALSE,FALSE,FALSE,"<p><a href=""http://flow.org/""><strong>Flow</strong></a> is a static type checker for JavaScript that allows you to add type checking across the codebase incrementally. Unlike Typescript, which is a different language, Flow can be added incrementally to an existing JavaScript codebase supporting the 5th, 6th and 7th editions of ECMAScript. We suggest adding Flow to your continuous integration pipeline, starting with the code that concerns you most. Flow adds to the clarity of the code, increases the reliability of refactoring and catches type-related bugs early during the build.</p>"
Headless Firefox,assess,tools,TRUE,FALSE,FALSE,"<p>When developing front-end applications, we've mentioned <a href=""https://www.thoughtworks.com/radar/tools/headless-chrome-for-front-end-test"">Headless Chrome</a> as a better alternative to PhantomJS for front-end testing in a previous edition of the Radar. Now we suggest assessing <a href=""http://developer.mozilla.org/en-US/Firefox/Headless_mode""><strong>Headless Firefox</strong></a> as a viable option in this area. In the same way as Headless Chrome, Firefox in a headless mode runs the browser without the visible UI components, executing the UI tests suite much faster.</p>"
Parcel,assess,tools,TRUE,FALSE,FALSE,"<p><a href=""https://en.parceljs.org/""><strong>Parcel</strong></a> is a web application bundler similar to <a href=""https://www.thoughtworks.com/radar/tools/webpack"">Webpack</a> or <a href=""http://browserify.org/"">Browserify</a>. We’ve featured Webpack previously in our Radar and it continues to be a great tool. Parcel distinguishes itself from its rivals through developer experience and speed. It has all the standard bundling features and provides true zero-configuration experience, making it really easy to get started with and use. It has fast bundle times and beats its competitors in many benchmarks. Parcel has gained a lot of community interest and is worth keeping an eye on.</p>"
ScoutSuite,assess,tools,TRUE,FALSE,FALSE,"<p><a href=""http://nccgroup.github.io/Scout2/""><strong>Scout2</strong></a> is a security auditing tool for <a href=""https://www.thoughtworks.com/radar/platforms/aws"">AWS</a> environments. Instead of manually navigating through web pages, you can rely on Scout2 to fetch all the configuration data of an AWS environment for you; it even generates an attack surface report. Scout2 ships with preconfigured rules and can be easily extended to support more services and test cases. Since Scout2 only performs AWS API calls to fetch configuration data and identify security gaps, it is not necessary to complete and submit the AWS Vulnerability / Penetration Testing Request Form.</p>"
Sentry,assess,tools,TRUE,FALSE,FALSE,"<p><a href=""https://sentry.io/welcome/""><strong>Sentry</strong></a> is an error-tracking tool that helps monitor and fix errors in real time. Error tracking and management tools such as Sentry distinguish themselves from traditional logging solutions such as the <a href=""https://www.elastic.co/elk-stack"">ELK Stack</a> in their focus on discovering, investigating and fixing errors. Sentry has been around for some time and is quite popular — error-tracking tools are increasingly useful with the current focus on ""mean time to recovery"". Sentry — with its integration options with Github, Hipchat, Heroku, Slack, among other platforms — enables us to keep a close eye on our apps. It can provide error notifications following a release, enable us to track whether new commits actually fix the issue and alert us if an issue comes back due to a regression.</p>"
Sonobuoy,assess,tools,FALSE,FALSE,FALSE,"<p><a href=""https://github.com/heptio/sonobuoy""><strong>Sonobuoy</strong></a> is a diagnostic tool for running end-to-end conformance tests on any <a href=""https://www.thoughtworks.com/radar/platforms/kubernetes"">Kubernetes</a> cluster in a nondestructive way. The team at <a href=""http://heptio.com/"">Heptio</a>, which was founded by two creators of the Kubernetes projects, built this tool to ensure that the wide array of Kubernetes distributions and configurations conform to the best practices, while following the open source standardization for interoperability of clusters. We're experimenting with Sonobuoy to run as part of our <a href=""https://www.thoughtworks.com/radar/tools/infrastructure-as-code"">infrastructure as code</a> build pipeline, as well as continuous monitoring of our Kubernetes installations, to validate the behavior and health of the whole cluster.</p>"
Swashbuckle for .NET Core,assess,tools,TRUE,FALSE,FALSE,"<p>In the current state of technology services, exposing RESTFul APIs is increasingly adopted and API documentation is very important for consumers. In this space, <a href=""https://www.thoughtworks.com/radar/tools/swagger"">Swagger</a> has been largely used across teams and we would like to highlight <strong><a href=""http://github.com/domaindrivendev/Swashbuckle.AspNetCore"">Swashbuckle for .NET Core</a></strong>. Swashbuckle for .NET Core is a tool that generates living API documentation in Swagger, based on the code for <a href=""https://www.thoughtworks.com/radar/platforms/net-core"">.NET Core</a> projects. When using it, you can also explore and test operations of APIs through its UI.</p>"
cfn_nag,assess,tools,TRUE,FALSE,FALSE,"<p>The cloud and continuous delivery had a dramatic effect on infrastructure security. When following <a href=""https://www.thoughtworks.com/radar/tools/infrastructure-as-code"">infrastructure as code</a>, the entire infrastructure — which includes networks, firewalls and accounts — is defined in scripts and configuration files, and with <a href=""https://www.thoughtworks.com/radar/tools/immutable-servers"">Phoenix Servers</a> and <a href=""https://www.thoughtworks.com/radar/techniques/phoenix-environments"">Environments</a>, the infrastructure is recreated in each deployment, often many times a day. In such a scenario, testing the infrastructure after it's created is neither sufficient nor feasible. A tool that helps address this problem is <strong><a href=""http://github.com/stelligent/cfn_nag"">cfn_nag</a></strong>. It scans the <a href=""http://aws.amazon.com/cloudformation/"">CloudFormation</a> templates used with <a href=""https://www.thoughtworks.com/radar/platforms/aws"">AWS</a> for patterns that may indicate insecure infrastructure, and it does so before the infrastructure is created. Running a tool such as cfn_nag in a build pipeline is fast and it can detect a number of problems before they even reach a cloud environment.</p>"
nsp,assess,tools,TRUE,FALSE,FALSE,"<p><a href=""http://www.npmjs.com/package/nsp""><strong>nsp</strong></a> is a command line tool to identify known vulnerabilities in Node.js applications. By running the check command on the root of a Node.js project, nsp generates the vulnerabilities report by checking against the <a href=""http://nodesecurity.io/advisories/"">published advisories</a>. nsp provides a way to customize the check command to hide all vulnerabilities below the given <a href=""http://nvd.nist.gov/vuln-metrics/cvss"">CVSS</a> score or exit with an error code if at least one finding has a CVSS score above the given value. Once the advisories are saved through the gather command, nsp can also be used in offline mode.</p>"
AssertJ,adopt,languages-and-frameworks,FALSE,TRUE,FALSE,"<p><a href=""http://joel-costigliola.github.io/assertj/index.html""><strong>AssertJ</strong></a> is a Java library that provides a <a href=""http://martinfowler.com/bliki/FluentInterface.html"">fluent interface</a> for assertions, which makes it easy to convey intent within test code. AssertJ gives readable error messages, soft assertions and improved collections and exception support. Many of our teams choose AssertJ as their default assertion library instead of JUnit combined with <a href=""http://hamcrest.org/JavaHamcrest/"">Java Hamcrest</a>.</p>"
Enzyme,adopt,languages-and-frameworks,FALSE,TRUE,FALSE,"<p><a href=""http://airbnb.io/enzyme/""><strong>Enzyme</strong></a> has become the defacto standard for unit testing <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/react-js"">React</a> UI components. Unlike many other snapshot-based testing utilities, Enzyme enables you to test without doing on-device rendering, which results in faster and more granular testing. This is a contributing factor in our ability to massively reduce the amount of functional testing we find we have to do in React applications. In many of our projects it’s used within a unit testing framework such as <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/jest"">Jest</a>.</p>"
Kotlin,adopt,languages-and-frameworks,FALSE,TRUE,FALSE,"<p><strong>Kotlin</strong> has experienced an <a href=""http://sogrady-media.redmonk.com/sogrady/files/2018/03/lang.rank_.118.png"">accelerated rate of adoption</a> and rapid growth of tooling support. Some of the reasons behind its popularity are its concise syntax, null safety, ease of transition from Java and interoperability with other JVM-based languages in general, and that it doubles as a great introductory language to functional programming. With JetBrains adding the ability to compile Kotlin to <a href=""http://kotlinlang.org/docs/reference/native-overview.html"">native binaries</a> on multiple platforms, as well as <a href=""http://kotlinlang.org/docs/reference/js-overview.html"">transpile to JavaScript</a>, we believe it has the potential of much wider use by the larger community of mobile and native application developers. Although at the time of writing, some of the tooling such as static and coverage code analysis have yet to mature, given our experience of using Kotlin in many production applications, we believe Kotlin is ready for general adoption.</p>"
Apollo,trial,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>Since it was first introduced in the Radar, we’ve seen a steady adoption of <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/graphql"">GraphQL</a>, particularly as a remote interface for a <a href=""https://www.thoughtworks.com/radar/techniques/bff-backend-for-frontends"">Backend for Frontend (BFF)</a>. As they gain more experience, our teams have reached consensus on Apollo, a GraphQL client, as the preferred way to access GraphQL data from a <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/react-js"">React</a> application. Although the <a href=""http://www.apollographql.com/client""><strong>Apollo</strong></a> project also provides a server framework and a GraphQL gateway, the Apollo client simplifies the problem of binding UI components to data served by any GraphQL backend. Notably, Apollo is used by Amazon AWS in their recent launch of the new <a href=""http://aws.amazon.com/appsync/"">AWS AppSync service</a>.</p>"
CSS Grid Layout,trial,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>CSS is the preferred choice for laying out web pages, even when it did not provide much explicit support for creating layouts. Flexbox helped with simpler, one-dimensional layouts, but developers usually reached for libraries and toolkits for more complex layouts. <a href=""http://www.w3.org/TR/css-grid-1""><strong>CSS Grid Layout</strong></a> is a two-dimensional grid-based layout system that provides a mechanism to divide available space for layout into columns and rows using a set of predictable sizing behaviors. Grid does not require any libraries and plays well with Flexbox and other CSS display elements. However, since IE11 is only <a href=""http://caniuse.com/#search=css%20grid%20layout"">partially supported</a>, it ignores users who still depend on a Microsoft browser on Windows 7.</p>"
