name,ring,quadrant,isNew,status,description
Autoware,assess,platforms,TRUE,new,"<p><strong><a href=""https://github.com/autowarefoundation/autoware"">Autoware</a></strong> is an open-source autonomous driving software stack built on <a href=""https://www.ros.org"">ROS (Robot Operating System)</a> which can be used to develop and deploy advanced driver assist systems (ADAS) for a wide range of vehicles like cars and trucks. It provides a set of tools and algorithms for various aspects of autonomous driving, such as perception, decision-making and control. It also has a planning and control module that generates a trajectory for the vehicle based on its environment and objectives. It encourages open innovations in autonomous driving technology. We're building prototypes using Autoware to validate new product ideas and find it helpful.</p>"
Cozo,assess,platforms,TRUE,new,"<p><strong><a href=""https://github.com/cozodb/cozo"">Cozo</a></strong> is an embeddable relational database that uses <a href=""https://en.wikipedia.org/wiki/Datalog"">Datalog</a> for querying. We're intrigued with its support for <a href=""https://docs.cozodb.org/en/latest/releases/v0.4.html"">time-travel</a> queries and modeling graph data in relational schema. We quite like that it delegates data storage to existing popular engines — including SQLite, RocksDB, Sled and TiKV. Although Cozo is still in its early stages of development, we find it's worth assessing.</p>"
Dapr,assess,platforms,TRUE,new,"<p><strong><a href=""https://dapr.io/"">Dapr</a>,</strong> short for Distributed Application Runtime, helps developers to build resilient, stateless and stateful microservices that run in the cloud. Some people may <a href=""https://docs.dapr.io/concepts/service-mesh/"">confuse</a> it with a <a href=""https://www.thoughtworks.com/radar/techniques/service-mesh"">service mesh</a>, because it uses a sidecar architecture that runs as a separate process alongside the application. Dapr is more application oriented and focuses on encapsulating the fault tolerance and connectivity required for building distributed applications. For example, Dapr provides multiple <a href=""https://docs.dapr.io/developing-applications/building-blocks/"">building blocks</a>, from service invocation and message pub/sub to distributed lock, all of which are common patterns in distributed communication. One of our teams evaluated Dapr on a recent project; given their positive experience, they’re looking forward to bringing it to other projects in the future.</p>"
Immuta,assess,platforms,TRUE,new,"<p><strong><a href=""https://www.immuta.com/"">Immuta</a></strong> is a data security platform that allows you to secure access to your data, automatically discover sensitive data and audit how data is being used in an organization. In the past, we've talked about the importance of automation, engineering practices and treating <a href=""https://www.thoughtworks.com/radar/techniques/security-policy-as-code"">security policy as code</a> when we think about security concerns. Data security is no different. Our teams have been exploring Immuta to manage data policies as code to allow for fine-grained access control which is beyond what <a href=""https://en.wikipedia.org/wiki/Role-based_access_control"">role-based access control (RBAC)</a> can offer. Version-controlled policies can be tested and then provisioned as part of a CI/CD pipeline. In a decentralized data ecosystem, like one facilitated by <a href=""https://www.thoughtworks.com/radar/techniques/data-mesh"">data mesh</a>, having domain-specific roles can lead to role or group proliferation in the identity system. Immuta’s <a href=""https://en.wikipedia.org/wiki/Attribute-based_access_control"">attribute-based access control (ABAC)</a> capability reduces the access grant to a mathematical equation of matching an ""attribute"" on the user to a ""tag"" on the data source. This platform is still new but certainly worth highlighting for data security needs.</p>"
Matter,assess,platforms,TRUE,new,"<p><strong><a href=""https://csa-iot.org/all-solutions/matter/"">Matter</a></strong> is an open standard for smart home technology, launched by Amazon, Apple, Google, Comcast and the Zigbee Alliance (now Connectivity Standards Alliance, or CSA). It enables devices to work with any Matter-certified ecosystem, thus reducing fragmentation and promoting interoperability among devices and IoT platforms from different providers. Its focus on standardization at the application level, support for Wi-Fi and <a href=""https://www.theverge.com/23165855/thread-smart-home-protocol-matter-apple-google-interview"">Thread</a> as communication mediums and backing from major tech companies set it apart from other protocols like Zigbee. Although the number of Matter-enabled devices is still relatively low, its growing importance in the IoT space makes it worth assessing for those looking to build smart home and IoT solutions.</p>"
Modal,assess,platforms,TRUE,new,"<p><strong><a href=""https://modal.com/"">Modal</a></strong> is a platform as a service (PaaS) that offers on-demand compute without the need for your own infrastructure. Modal lets you deploy machine learning models, massively parallel compute jobs, task queues and web apps. It provides a container abstraction that makes the switch from local to cloud deployment seamless, with hot reload both locally and in the cloud. It even removes deployments automatically, avoiding the need for manual clean-up, but can also make them persistent.</p><br><br><p>Modal is written by the same team that developed the first recommendation engine for Spotify. It takes care of the AI/ML stack end-to-end and can provide on-demand GPU resources, which is useful if you have particularly intensive computational needs. Whether you're working on your laptop or in the cloud, Modal just works, providing an easy and efficient way to run and deploy your projects.</p>"
Neon,assess,platforms,TRUE,new,"<p><strong><a href=""https://neon.tech/"">Neon</a></strong> is an open-source alternative to AWS Aurora PostgreSQL. Cloud-native analytical databases have embraced the technique of separating storage from compute nodes to elastically scale on demand. However, it's difficult to do the same in a transactional database. Neon achieves this with its new <a href=""https://github.com/neondatabase/neon"">multi-tenant storage engine</a> for PostgreSQL. With minimal changes to the mainstream PostgreSQL code, Neon leverages AWS S3 for long-term data storage and elastically scales the processing up or down (including scale-to-zero) for compute. This architecture has several benefits — including cheap and fast clones, copy-on-write and <a href=""https://neon.tech/branching"">branching</a>. We're quite excited to see new innovations on top of PostgreSQL. Our teams are evaluating Neon, and we recommend you assess it as well.</p>"
OpenLineage,assess,platforms,TRUE,new,"<p><strong><a href=""https://openlineage.io/"">OpenLineage</a></strong> is an open standard for lineage metadata collection for data pipelines, designed to instrument jobs as they're running. It defines a generic model of run, job and data set entities using consistent naming conventions. The core lineage model is extensible by defining specific facets to enrich those entities. OpenLineage solves the interoperability problem between producers and consumers of lineage data who otherwise would need to know how to speak to each other in various ways. Although there is a risk of it being another ""standard in the middle,"" being a <a href=""https://lfaidata.foundation/"">Linux Foundation AI &amp; Data Foundation</a> project increases its chances of gaining widespread adoption. OpenLineage currently supports data collection for multiple platforms, such as <a href=""https://www.thoughtworks.com/radar/platforms/apache-spark"">Spark</a>, <a href=""https://www.thoughtworks.com/radar/tools/airflow"">Airflow</a> and <a href=""https://www.thoughtworks.com/radar/tools/dbt"">dbt</a>, although users need to configure its listeners. Support for OpenLineage data consumers is <a href=""https://openlineage.io/ecosystem"">more limited at this time</a>.</p>"
Passkeys,assess,platforms,TRUE,new,"<p>The ""end of passwords"" might be near, finally. Shepherded by the FIDO alliance and backed by Apple, Google and Microsoft, <strong><a href=""https://fidoalliance.org/passkeys/"">passkeys</a></strong> are nearing mainstream usability. When setting up a new login with passkeys, a key pair is generated: the website receives the public key and the user keeps the private key. Handling login uses asymmetric cryptography. The user proves that they're in possession of the private key, but, unlike passwords, it’s never sent to the website. On users' devices, access to passkeys is protected using biometrics or a PIN.</p><br><br><p>Passkeys can be stored and synced within the Big Tech ecosystems, using Apple's iCloud Keychain, Google Password Manager or Windows Hello. In most cases this works only with recent OS and browser versions. Notably, storing passkeys in Windows Hello is not supported on Windows 10. Fortunately, though, the <a href=""https://en.wikipedia.org/wiki/Client_to_Authenticator_Protocol"">Client to Authenticator Protocol (CTAP)</a> makes it possible for passkeys to be kept on a different device other than the one that creates the key or needs it for login. For example, a user creates a passkey for a website on Windows 10 and stores it on an iPhone by scanning a QR code. Because the key is synced via iCloud the user can log in to the website from, say, their MacBook. Passkeys can be stored on hardware security keys, too, and support for native apps has arrived on iOS and Android.</p><br><br><p>Despite some usability issues — for example, Bluetooth needs to work because device proximity is checked when a QR code is scanned — passkeys are worth considering. We suggest you experiment with them on <a href=""https://www.passkeys.io/"">passkeys.io</a> to get a feeling for their usability.</p>"
Spin,assess,platforms,TRUE,new,"<p><strong><a href=""https://github.com/fermyon/spin"">Spin</a></strong> is an open-source platform for building and running microservices in <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/webassembly"">WebAssembly</a> (WASM). In previous editions of the Radar, we talked about WebAssembly in the context of browsers, but we’re now witnessing the penetration on the server side due to its capabilities for <a href=""https://hacks.mozilla.org/2019/11/announcing-the-bytecode-alliance/"">fine-grained sandboxing</a>, cross-language interoperability and hot reloading. With Spin CLI, you can quickly create and distribute WebAssembly microservices in <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/rust"">Rust</a>, <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/typescript"">TypeScript</a>, Python and TinyGo. We're excited about Spin, and we recommend you carefully assess it as it moves out of early preview.</p>"
Denodo as primary data transformation tool,hold,platforms,TRUE,new,"<p><a href=""https://www.denodo.com/"">Denodo</a> is a data virtualization tool that aims to make it easier to expose and secure transformed, consumer-friendly data (from multiple underlying data sources and through a variety of interfaces) from one platform. Data transformations within Denodo can be defined by creating virtual databases and views using a SQL-like language called VQL which are executed when a user queries the virtual database. Underneath, Denodo can delegate queries on the virtual databases against one or multiple underlying databases.</p><br><br><p>Although Denodo makes it easy to start exposing consumer-friendly data, performance degrades as layers of views and virtual databases are built on top of each other and queries with multiple joins start hitting multiple underlying databases. These problems are solvable, but they require fairly deep knowledge of the product's behavior and performance tuning options. Because of these drawbacks and given its limited support for unit testing, we recommend that you do not use <strong>Denodo as a primary data transformation tool</strong> and use tools like <a href=""https://www.thoughtworks.com/radar/platforms/apache-spark"">Spark</a> or SQL (with <a href=""https://www.thoughtworks.com/radar/tools/dbt"">dbt</a>) for your data transformations instead.</p>"
DVC,adopt,tools,FALSE,moved in,"<p><strong><a href=""https://dvc.org/"">DVC</a></strong> continues to be our tool of choice for managing experiments in data science projects. The fact that it's <a href=""https://www.thoughtworks.com/radar/tools/git"">Git</a>-based makes it a known turf for developers to bring engineering practices to the data science ecosystem. DVC's opinionated view of a model checkpoint carefully encapsulates a training data set, a test data set, model hyperparameters and the code. By making <a href=""https://www.thoughtworks.com/radar/techniques/versioning-data-for-reproducible-analytics"">reproducibility</a> a first-class concern, it allows the team to time travel across various versions of the model. Our teams have successfully used DVC in production to enable <a href=""https://www.thoughtworks.com/radar/techniques/continuous-delivery-for-machine-learning-cd4ml"">continuous delivery for ML (CD4ML)</a>; it can be plugged in with any type of storage (including AWS S3, Google Cloud Storage, <a href=""https://www.thoughtworks.com/radar/platforms/minio"">MinIO</a> and Google Drive). However, with data sets getting bigger, file system–based snapshotting could become particularly expensive. When the underlying data is changing rapidly, DVC on top of a good versioned storage allows tracking model drifts over a period of time. Our teams have effectively used DVC on top of data storage formats like <a href=""https://www.thoughtworks.com/radar/platforms/delta-lake"">Delta Lake</a> which optimizes versioning (<a href=""https://en.wikipedia.org/wiki/Copy-on-write"">COW</a>). A majority of our data science teams set up DVC as a day zero task while they bootstrap a project; for this reason we're happy to move it to Adopt.</p>"
Akeyless,trial,tools,TRUE,new,"<p>As more organizations adopt cloud computing, many are starting to integrate multiple cloud providers simultaneously to maximize flexibility and minimize vendor lock-in. However, managing keys and access controls across multiple cloud providers can be a significant challenge, leading to increased complexity and security risks. <strong><a href=""https://www.akeyless.io/"">Akeyless</a></strong> is a centralized, cloud-based platform that provides unified secrets management with a range of advantages for managing secrets and sensitive data. It integrates seamlessly with different providers, simplifying the management of secrets and access controls to monitor and control who has access to sensitive data; with encryption, access controls, multi-factor authentication and other security mechanisms it ensures only authorized users are able to access sensitive data. Additionally, it provides an intuitive interface for administration and monitoring, providing a less complex and more scalable developer and administration experience.</p>"
Apicurio Registry,trial,tools,TRUE,new,"<p>Within any organization, API producers and consumers need to stay in sync about the schemas that will be used for communication among them. Especially as the number of APIs and related producers and consumers grow in the organization, what may start with simply passing around schemas among teams will start to hit scaling challenges. Faced with this issue, some of our teams have turned to <strong><a href=""https://www.apicur.io/registry/"">Apicurio Registry</a></strong>, an open-source, centralized registry for various types of schemas and API artifacts, including OpenAPI specifications and Protobuf and Avro schemas. Apicurio Registry allows users to interact with it through a UI as well as a REST API and a Maven plugin. It also has the option to enforce schema evolution restrictions, such as backward compatibility. Moreover, when it comes to working with <a href=""https://www.thoughtworks.com/radar/platforms/apache-kafka"">Kafka</a> clients, Apicurio Registry is compatible with Confluent Schema Registry. While our teams have found Confluent Schema Registry's documentation more helpful, Apicurio Registry meets their needs for a source of truth for various schemas.</p>"
EventCatalog,trial,tools,TRUE,new,"<p>Enterprises now often use <a href=""https://www.thoughtworks.com/radar/techniques/event-streaming-as-the-source-of-truth"">event streaming as the source of truth</a> and as an information-sharing mechanism in <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">microservices</a> architectures. This creates the need to standardize event types and share those standards across the enterprise. Event schema registries are commonly deployed but the existing offerings tend to be specialized to a single broker such as <a href=""https://www.thoughtworks.com/radar/platforms/apache-kafka"">Apache Kafka</a> or <a href=""https://learn.microsoft.com/en-us/azure/event-hubs/schema-registry-overview"">Azure Event Hub</a>. They also fall short of conveying rich documentation about event types that goes beyond simple schema definitions. <strong><a href=""https://www.eventcatalog.dev/"">EventCatalog</a></strong> is an open-source project that provides something we often see businesses building for themselves: a widely accessible repository of documentation for events and schemas. These describe the role the events play in the business, where they belong in a business domain model and which services subscribe and publish them. If you're looking for a way to publish event documentation to your organization, this tool might save you the trouble of building it yourself.</p>"
FOSSA,trial,tools,TRUE,new,"<p><strong><a href=""https://fossa.com/product/open-source-license-compliance"">FOSSA</a></strong> is an open-source compliance tool that helps developers and teams determine which open-source components their code relies on and which licenses these components are released under. This information is essential for ensuring compliance with various open-source licenses and maintaining the <a href=""https://www.thoughtworks.com/radar/techniques/software-bill-of-materials"">Software Bill of Materials</a>. FOSSA integrates with dependency management tools of various tech stacks to identify which open-source components are used in a project. It also highlights any license issues based on the organization’s policies and generates reports of the same. Some key features of FOSSA include its ability to integrate with development workflows, such as the CI, and to perform real-time compliance monitoring. Many of our clients and teams have found FOSSA to be a valuable and effective tool.</p>"
Gitleaks,trial,tools,TRUE,new,"<p><strong><a href=""https://github.com/gitleaks/gitleaks"">Gitleaks</a></strong> is an open-source SAST (static application security testing) command line tool for detecting and preventing hardcoded secrets like passwords, API keys and tokens in <a href=""https://www.thoughtworks.com/radar/tools/git"">Git</a> repositories. It can be used as a Git pre-commit hook or in the CI/CD pipeline. Our teams found Gitleaks to be more sensitive than some of the other secret-scanning tools. Gitleaks utilizes regular expressions and <a href=""https://en.wikipedia.org/wiki/Entropy_coding"">entropy</a> string coding to detect secrets. In our experience, the flexibility to supply custom regex along with entropy coding allowed the teams to better categorize secrets based on their needs. For example, instead of categorizing all API keys as ""generic-api-key,"" it allowed categorization as specific ""cloud provider key.""</p>"
Helmfile,trial,tools,TRUE,new,"<p><strong><a href=""https://github.com/helmfile/helmfile"">Helmfile</a></strong> is an open-source command line tool and a declarative specification for managing and installing a collection of <a href=""https://www.thoughtworks.com/radar/tools/helm"">Helm</a> charts. You can use it to help with version control of the Helm values files, the charts used and other overrides. It enables CI/CD workflows with Helm charts and helps create reproducible environments. We've used Helmfile to manage complex deployments with multiple dozens of Helm charts and found it simplifies the deployment workflow.</p>"
IBM Equal Access Accessibility Checker,trial,tools,TRUE,new,"<p>Defects are cheaper to fix when they're caught early. That's why we always try to get the fastest possible feedback to developers in the form of static analysis, unit tests or end-to-end tests run in the local environment. Accessibility is no exception to this and that’s why we've featured tools such as <a href=""https://www.thoughtworks.com/radar/tools/lighthouse"">Lighthouse</a>, <a href=""https://www.thoughtworks.com/radar/tools/axe-core"">axe-core</a> and <a href=""https://www.thoughtworks.com/radar/tools/axe-linter"">axe Linter</a> in the past. When it comes to automatically testing web pages that are already deployed in production, one of our teams chose instead to go with <strong><a href=""https://www.ibm.com/able/toolkit/verify/automated/"">IBM Equal Access Accessibility Checker</a></strong> in a head-to-head comparison. Although we're still in the process of assessing the results, we can say that it offers an efficient way to test pages once they've been deployed. We emphasize that this should be used to augment, not replace, early automated testing by the developer. The tool is distributed under a Creative Commons license and is free to use under those restrictions.</p>"
Ktlint,trial,tools,TRUE,new,"<p>The <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/kotlin"">Kotlin</a> ecosystem continues to evolve, and our teams report positive experiences with <strong><a href=""https://github.com/pinterest/ktlint"">Ktlint</a></strong>, a simple and easy-to-configure linter and formatter for Kotlin code. We like <a href=""https://www.thoughtworks.com/radar/techniques/opinionated-and-automated-code-formatting"">opinionated and automated code formatting</a> as it lets developers focus more on what the code does rather than how it looks; this tool enables development teams to maintain consistency and readability in their codebases efficiently, reducing the likelihood of messy merges due to formatting issues. Ktlint can be easily configured to run in pre-commit hooks, targeting only the files with changes and resulting in faster integration processes.</p>"
Kubeflow,trial,tools,FALSE,moved in,"<p><strong><a href=""https://www.kubeflow.org/"">Kubeflow</a></strong> is a <a href=""https://www.thoughtworks.com/radar/platforms/kubernetes"">Kubernetes</a>-native machine learning (ML) platform that simplifies build, train and deploy lifecycles of models to diverse infrastructure. We've extensively used <a href=""https://www.kubeflow.org/docs/components/pipelines/"">Pipelines</a> to encode ML workflows for several models across experimentation, training and serving use cases. Besides Pipelines, Kubeflow ships with multiple <a href=""https://www.kubeflow.org/docs/components/"">components</a>, among which we find hyperparameter tuning with <a href=""https://www.kubeflow.org/docs/components/katib/"">Katib</a> and <a href=""https://www.kubeflow.org/docs/components/multi-tenancy/"">multi-tenancy</a> to be quite useful.</p>"
Mend SCA,trial,tools,TRUE,new,"<p><strong><a href=""https://www.mend.io/sca/"">Mend SCA</a></strong> (software composition analysis), previously Whitesource, helps detect open-source software dependencies by identifying if they are up to date, contain security flaws or have licensing requirements. Our teams have had good experience with integrating Mend SCA in their paths to production. Right from IDE integration, raising an automatic PR based on an identified issue to integrating into the CI/CD pipeline, this tool offers a great developer experience. Other popular SCA tools, such as <a href=""https://www.thoughtworks.com/radar/tools/snyk"">Snyk</a>, are comparable and also worth exploring for your security needs.</p>"
Mozilla SOPS,trial,tools,FALSE,moved in,"<p>Our advice when it comes to secrets management has always been to <a href=""https://www.thoughtworks.com/radar/techniques/decoupling-secret-management-from-source-code"">decouple it from source code</a>. However, teams are often presented with a tradeoff between full automation (in the spirit of <a href=""https://www.thoughtworks.com/radar/techniques/infrastructure-as-code"">infrastructure as code</a>) versus a few manual steps (using tools like vaults) for managing, seeding and rotating seed secrets. For instance, our teams use SOPS to manage seed credentials for bootstrapping infrastructure. In some situations, however, it's impossible to remove secrets from legacy code repositories. For such needs, we found <strong><a href=""https://github.com/mozilla/sops"">Mozilla SOPS</a></strong> to be a good choice for encrypting secrets in text files. SOPS integrates with cloud-managed keystores such as AWS and GCP Key Management Service (KMS) or Azure Key Vault as sources of encryption keys. It also works cross-platform and supports PGP keys.</p>"
Ruff,trial,tools,TRUE,new,"<p><strong><a href=""https://github.com/charliermarsh/ruff"">Ruff</a></strong> is a new linter for Python. For us, the question is not whether to use a linter or not but which linter to use, and there are several choices for Python. Ruff stands out for two reasons: its out-of-box experience and its speed. It has over 500 rules built in and readily replaces Flake8, including many of that linter's plug-ins. The claims by the team behind Ruff about its performance are borne out by our experience. It really is at least an order of magnitude faster than other linters, which is a huge benefit because it helps reduce build times on large codebases.</p>"
Soda Core,trial,tools,FALSE,moved in,"<p><strong><a href=""https://www.soda.io/core"">Soda Core</a></strong> is an open-source data quality and observability tool. Our teams have used it to validate data as it arrives in a system, before and after transformations, and set up automated monitoring checks for anomalies. We're happy with <a href=""https://docs.soda.io/soda-cl/soda-cl-overview.html"">SodaCL</a>, the DSL for writing data checks in Soda Core, as it helps team members other than data engineers write quality checks. Overall, our experience using Soda Core to find and resolve data issues at scale has been positive.</p>"
Steampipe,trial,tools,TRUE,new,"<p><strong><a href=""https://steampipe.io/"">Steampipe</a></strong> is an open-source tool that lets you instantly query cloud services like AWS, Azure and GCP with SQL. With <a href=""https://hub.steampipe.io/plugins"">100+ plugins</a> and built-in support for <a href=""https://steampipe.io/docs/mods/writing-dashboards"">creating dashboards</a>, Steampipe makes it trivial to connect live cloud configuration data with internal or external data sets and create security or compliance dashboards. We've enjoyed working with Steampipe and created several such dashboards with AWS cloud configurations.</p>"
Terraform Cloud Operator,trial,tools,TRUE,new,"<p>More and more teams are using the <a href=""https://www.thoughtworks.com/radar/tools/kubernetes-operators"">Kubernetes Operators</a> pattern to manage their Kubernetes clusters. We used to recommend <a href=""https://www.thoughtworks.com/radar/tools/crossplane"">Crossplane</a> for this, and now we have an alternative tool, <strong><a href=""https://github.com/hashicorp/terraform-k8s"">Terraform Cloud Operator</a></strong> for Kubernetes. This tool integrates Terraform Cloud and Kubernetes by extending the Kubernetes control plane to enable lifecycle management of cloud and on-premise infrastructures through Kubernetes manifests. Our team uses it to provision resources from Kubernetes namespaces and RoleBindings to cloud database instances and other SaaS resources. We quite like it because it leverages the Terraform module, which is a more familiar abstraction layer for us to operate cloud resources.</p>"
TruffleHog,trial,tools,TRUE,new,"<p><strong><a href=""https://github.com/trufflesecurity/trufflehog"">TruffleHog</a></strong> is an open-source SAST (static application security testing) tool for detecting secrets in various sources. While GitHub and GitLab repositories are the most popular use cases, it can also be used to scan cloud storage buckets like S3 and GCS, local files and directories and <a href=""https://www.thoughtworks.com/radar/platforms/circleci"">CircleCI</a> logs. Developers can set up TruffleHog as a pre-commit hook or scan the history of existing repositories in an entire GitHub organization to detect secrets. The tool supports detecting custom regex patterns, which have been found to be quite useful even in its current alpha stage. TruffleHog also has an enterprise version, but our devs have found the open-source version easy to set up and sufficient for the most common use cases. The tool has a very active community who regularly adds features.</p>"
Typesense,trial,tools,FALSE,moved in,"<p><strong><a href=""https://github.com/typesense/typesense"">Typesense</a></strong> is an open-source, typo-tolerant search engine optimized for low-latency and high-performance search experiences. If you're building a latency-sensitive search application with a search index size that can fit in memory, Typesense is a powerful alternative. Our teams use Typesense in high availability multi-node clusters to distribute workload and ensure critical search infrastructure is resilient. They had a good experience with Typesense in production, which is why we've moved it to Trial.</p>"
Vite,trial,tools,FALSE,moved in,"<p><strong><a href=""https://vitejs.dev/"">Vite</a></strong>, a front-end build tool, has continued to mature and grow in popularity since we featured it in the Assess ring in the previous Radar. It is rapidly becoming the default choice among our teams when starting a new front-end project. Vite provides a set of defaults for building, bundling and managing dependencies in applications that depend on ES modules in the browser. Because it takes advantage of the native speed of <a href=""https://www.thoughtworks.com/radar/tools/esbuild"">esbuild</a> and the <a href=""https://rollupjs.org/"">Rollup</a> bundler, Vite <a href=""https://vitejs.dev/guide/why.html"">significantly improves</a> the front-end developer experience. Moreover, when used with React, Vite offers an attractive alternative to the <a href=""https://hackernoon.com/create-react-app-is-dead-here-are-some-alternatives"">stalwart but nearly defunct</a> Create React App. Vite relies on ES modules, and unlike most older tools, it doesn't provide shimming or polyfills, which means you need a different strategy for older browsers that don't support ES modules. In cases where older browsers had to be supported, some of our teams import polyfills at the module level so that Vite can be used consistently across environments.</p>"
axe Linter,assess,tools,TRUE,new,"<p>It's becoming increasingly easy for developers to catch accessibility issues early in the development process. While tools like <a href=""https://www.thoughtworks.com/radar/tools/axe-core"">axe-core</a> scan code for accessibility issues in your pipelines, the <strong><a href=""https://www.deque.com/axe/linters/"">axe Linter</a></strong> VSCode extension helps find them even before that, while writing code. The vast majority of accessibility issues fall into categories that could be prevented by automated testing and using live feedback linters like this.</p>"
ChatGPT,assess,tools,TRUE,new,"<p><strong><a href=""https://openai.com/blog/chatgpt"">ChatGPT</a></strong> is an interesting tool that has the potential to be useful for various aspects of the software creation process. As a large language model (LLM) that has ""read"" billions of web pages, ChatGPT can provide additional perspectives and assist with different tasks, from generating ideas and requirements to creating code and tests. Its ability to work across multiple parts of the software lifecycle makes it a versatile tool that might improve efficiency and reduce errors in the development process. GPT4, the LLM that powers ChatGPT, now also has the ability to integrate with external tools such as a knowledge management repository, sandboxed coding environment or web search. For now, we think that ChatGPT is best used as an input to a process, such as helping with a first draft of a story or the boilerplate for a coding task, rather than a tool that produces ""fully baked"" results.</p><br><br><p>There are concerns around intellectual property and data privacy with these AI tools, including some unresolved legal questions, so we recommend organizations seek advice from their legal teams before use. Some of our clients have already begun experimenting with ChatGPT across various stages of the software lifecycle, and we encourage others to explore the tool and assess its potential benefits. We expect that, like <a href=""https://www.thoughtworks.com/radar/tools/github-copilot"">GitHub Copilot</a>, a ""for business"" offering will soon be available which may ease intellectual property concerns.</p>"
DataFusion,assess,tools,TRUE,new,"<p><strong><a href=""https://github.com/apache/arrow-datafusion"">DataFusion</a></strong> is a part of the data community's exploration of <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/rust"">Rust</a>'s performance, memory safety and concurrency features applied to data processing. It shares similarities with <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/polars"">Polars</a>, namely a familiar DataFrame API in Rust (with Python bindings), the use of <a href=""https://arrow.apache.org/"">Apache Arrow</a> under the hood and SQL support. Even though it's primarily designed for single-process execution, distributed processing support is in the works within <a href=""https://github.com/apache/arrow-ballista"">Ballista</a>. We think the Rust libraries for data processing are an evolving space worth following and exploring, and DataFusion is a part of it.</p>"
Deepchecks,assess,tools,TRUE,new,"<p>As machine learning finds its way into the mainstream, practices are maturing around automatically testing models, validating training data and observing model performance in production. Increasingly, these automated checks are being incorporated into continuous delivery pipelines or run against production models to detect drift and model performance. A number of tools with similar or overlapping capabilities have emerged to handle various steps in this process (<a href=""https://www.thoughtworks.com/radar/tools/giskard"">Giskard</a> and <a href=""https://www.thoughtworks.com/radar/tools/evidently"">Evidently</a> are also covered in this volume). <strong><a href=""https://docs.deepchecks.com/stable/getting-started/welcome.html"">Deepchecks</a></strong> is another of these tools that’s available as an open-source Python library and can be invoked from pipeline code through an extensive set of APIs. One unique feature is its ability to handle either tabular or image data with a module for language data currently in alpha release. At the moment, no single tool can handle the variety of tests and guardrails across the entire ML pipeline. We recommend assessing Deepchecks for your particular application niche.</p>"
Design token translation tools,assess,tools,TRUE,new,"<p><a href=""https://www.thoughtworks.com/radar/techniques/design-tokens"">Design tokens</a> are a useful mechanism for defining standard elements in <a href=""https://www.thoughtworks.com/radar/techniques/design-systems"">design systems</a>. But, keeping those design elements consistent across media such as mobile apps or web frameworks is an increasingly formidable task. <strong><a href=""https://design-tokens.github.io/community-group/format/#dfn-translation-tool"">Design token translation tools</a></strong> simplify this problem by organizing and automating transformation from the token description (in YAML or JSON) into the code that actually controls rendering in a given medium such as CSS, React components or HTML. <a href=""https://amzn.github.io/style-dictionary/#/"">Style Dictionary</a> is an open-source example that is widely used and integrates well into automated build pipelines, but there are also commercial alternatives such as <a href=""https://specifyapp.com/"">Specify</a>.</p>"
Devbox,assess,tools,TRUE,new,"<p><strong><a href=""https://www.jetpack.io/devbox/"">Devbox</a></strong> provides an approachable interface for creating reproducible, per-project development environments leveraging the Nix package manager. Our teams use it to eliminate version and configuration mismatches in their development environments, and they like it for its ease of use. Devbox supports shell hooks, custom scripts and <a href=""https://containers.dev/"">devcontainer.json</a> generation for integration with VSCode.</p>"
Evidently,assess,tools,TRUE,new,"<p><strong><a href=""https://www.evidentlyai.com/"">Evidently</a></strong> is an open-source Python tool designed to help build monitoring for machine learning models to guarantee their quality and stable production operations. It can be used at various stages of a model lifecycle: as a dashboard to review the model in a notebook, as part of a pipeline or as a monitoring service after deployment. With a particular focus on model drift detection, Evidently also offers features such as model quality, data quality inspection and target drift detection. In addition, it has many built-in metrics, associated visualizations and tests which are easily combined into a report, dashboard or a test-driven pipeline.</p>"
Giskard,assess,tools,TRUE,new,"<p><strong><a href=""https://www.giskard.ai/"">Giskard</a></strong> is an open-source tool designed to help organizations build more robust and ethical AI models by providing quality assurance capabilities with a focus on explainability and fairness. It facilitates cooperation between technical and nontechnical stakeholders, allowing them to evaluate models collaboratively and establish acceptance criteria based on bias avoidance and other essential quality metrics. Giskard ensures model outcomes are better aligned with business objectives and helps to solve quality issues before production deployment.</p>"
