name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
ievms,assess,tools,FALSE,FALSE,FALSE,"<p>Despite the shrinking usage of Internet Explorer, for many products the IE user base is not an insignificant share of the market, and browser compatibility needs to be tested. This is particularly troublesome if you prefer the joys of a UNIX-based system for development. To aid in this dilemma, <a href=""https://github.com/xdissent/ievms""><strong>ievms</strong></a> provides a utility script that brings together Windows-distributed VM images and VirtualBox to automate the setup and testability of various IE versions, from 6 up to Edge.</p>"
Jenkins as a deployment pipeline,hold,tools,TRUE,FALSE,FALSE,""
ES6,adopt,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>Over many years, JavaScript has grown to become probably the most widely used programming language in the world. Nevertheless, the language itself has a few problems that many have attempted to address by using libraries or even by implementing their own languages that run on top of JavaScript (of which we’ve mentioned both <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/coffeescript"">CoffeeScript</a> and <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/clojurescript"">ClojureScript</a> before). <strong><a href=""http://es6-features.org/"">ES6</a></strong> (aka ECMAScript 6 or ECMAScript 2015), the new version of JavaScript, addresses many of the concerns of the older versions currently in use. Although browser support is scarce, support from mature transpilers like <a href=""http://babeljs.io"">Babel</a> allows you to write ES6 and have it supported in older browsers. For new projects, we strongly suggest starting with ES6 from day one.</p>"
React.js,adopt,languages-and-frameworks,FALSE,TRUE,FALSE,""
Spring Boot,adopt,languages-and-frameworks,FALSE,TRUE,FALSE,""
Swift,adopt,languages-and-frameworks,FALSE,FALSE,FALSE,"<p><a href=""https://developer.apple.com/swift/""><strong>Swift</strong></a> is now our default choice for development in the Apple ecosystem. With the release of Swift 2, the language approached a level of maturity that provides the stability and performance required for most projects. A good number of libraries that support iOS development—<a href=""https://github.com/SwiftyJSON/SwiftyJSON"">SwiftyJSON</a>, <a href=""https://github.com/Quick/Quick"">Quick</a>, etc.—are now migrated over to Swift, which is where the rest of the applications should follow. Swift has now been open sourced, and we are seeing a community of developers dedicated to continuously improving development in iOS.</p>"
Butterknife,trial,languages-and-frameworks,TRUE,FALSE,FALSE,""
Dagger,trial,languages-and-frameworks,TRUE,FALSE,FALSE,""
Dapper,trial,languages-and-frameworks,TRUE,FALSE,FALSE,""
Ember.js,trial,languages-and-frameworks,FALSE,TRUE,FALSE,"<p><a href=""http://emberjs.com/""><strong>Ember.js</strong></a> has developed further support based on project experiences and is clearly a strong contender in the field of JavaScript application frameworks. Ember is praised for its developer experience, with far fewer surprises than other frameworks such as <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/angularjs"">AngularJS</a>. The Ember CLI build tooling, convention-over-configuration approach and <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/es6"">ES6</a> support also gain positive feedback.</p>"
Enlive,trial,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>Most templating frameworks like <a href=""https://mustache.github.io/"">Mustache</a> or <a href=""http://freemarker.org/"">FreeMarker</a> mix code with markup in a single file to implement complex, dynamic content. <a href=""https://github.com/cgrand/enlive/wiki""><strong>Enlive</strong></a> is a Clojure-based templating framework that completely separates programming language from HTML markup and employs CSS selectors to find and replace parts of the document. Enlive demonstrates the power of functional programming to implement complex behavior through a series of simple, composable functions acting on a common abstraction. Our teams working in Clojure have found it to be a very useful and straightforward tool.</p>"
Fetch,trial,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>Our teams are moving away from JQuery or raw XHR for remote JavaScript calls and instead are using the new <a href=""https://fetch.spec.whatwg.org/"">Fetch</a> API and the <strong><a href=""https://github.com/github/fetch"">Fetch</a></strong> polyfill in particular. The semantics remain similar but have cleaner support for promises and CORS support. We are seeing this as the new de-facto approach.</p>"
React Native,trial,languages-and-frameworks,FALSE,TRUE,FALSE,""
Redux,trial,languages-and-frameworks,TRUE,FALSE,FALSE,"<p><a href=""http://redux.js.org/""><strong>Redux</strong></a> is a great, mature tool that has helped many of our teams reframe how they think about managing state in client-side apps. Using a <a href=""https://www.thoughtworks.com/radar/techniques/flux"">Flux</a>-style approach, it enables a loosely coupled state-machine architecture that's easy to reason about. We've found it a good companion to some of our favored JavaScript frameworks, such as <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/ember-js"">Ember</a> and <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/react-js"">React</a>.</p>"
Robolectric,trial,languages-and-frameworks,TRUE,FALSE,FALSE,""
SignalR,trial,languages-and-frameworks,FALSE,FALSE,FALSE,"<p>We have a number of reservations about the use of HTML5 WebSockets. By allowing the server to initiate actions on the browser, WebSockets departs from the connectionless, request/response model that underpins the World Wide Web today. Security is another big risk with WebSockets. For example, the standard does not impose any cross-origin request policy. However, we do recognize that in certain monitoring or alerting applications, WebSockets can be very useful. If you need to build a .NET WebSockets server, <a href=""http://signalr.net/""><strong>SignalR</strong></a> conveniently implements much of the additional code you need for a robust production application. This includes some recommended security practices such as validating connection tokens and activating SSL when encryption is needed. Although ThoughtWorks teams have been very happy with SignalR, there are still fundamental issues with WebSockets that you should consider before diving in.</p>"
Alamofire,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>Networking and decoding in iOS applications have been a difficult endeavor for many years. There have been many libraries and attempts to solve this ongoing problem. It looks as though <a href=""https://github.com/Alamofire/Alamofire""><strong>Alamofire</strong></a> is the most robust and developer-friendly library to handle decoding JSON. It was written by the same creator as its Objective-C counterpart (AFNetworking), which was used at great length during the Objective-C days.</p>"
AngularJS,assess,languages-and-frameworks,FALSE,FALSE,TRUE,"<p>While we have delivered many successful projects using <a href=""https://angularjs.org/""><strong>AngularJS</strong></a> and are seeing an acceleration of adoption in corporate settings, we have decided to move Angular back to Assess on this edition of the Radar. This move is intended as a note of caution: <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/react-js"">React.js</a> and <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/ember-js"">Ember</a> offer strong alternatives; the migration path from Angular version 1 to version 2 is causing uncertainty; and we see some organizations adopting the framework without really thinking through whether a single-page application fits their needs. We have passionate internal debates about this topic but have certainly seen codebases become overly complex from a combination of two-way binding and inconsistent state-management patterns. We believe that rather than requiring that a solid framework be jettisoned, these issues can be solved through careful design and use of Redux or Flux from the outset.</p>"
Aurelia,assess,languages-and-frameworks,TRUE,FALSE,FALSE,""
Cylon.js,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>The intersection between IoT devices and the JavaScript ecosystem offers interesting possibilities. <strong><a href=""https://cylonjs.com/"">Cylon.js</a></strong> is a JavaScript library for building interfaces for robotics and the Internet of Things, which has excited our technical community. It offers support for 50+ platform devices, as well as general-purpose input/output support with a shared set of drivers provided by the cylon-gpio module. Control of the devices is then possible through a web browser interface.</p>"
Elixir,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>We continue to see a lot of excitement from people using the <a href=""http://elixir-lang.org/""><strong>Elixir</strong></a> programming language. Elixir, which is built on top of the Erlang virtual machine, is showing promise for creating highly concurrent and fault-tolerant systems. Elixir has distinctive features such as the Pipe operator, which allows developers to build a pipeline of functions as you would in the UNIX command shell. The shared byte code allows Elixir to interoperate with Erlang and leverage existing libraries while supporting tools such as the Mix build tool, the Iex interactive shell and the ExUnit unit testing framework.</p>"
Elm,assess,languages-and-frameworks,TRUE,FALSE,FALSE,""
GraphQL,assess,languages-and-frameworks,TRUE,FALSE,FALSE,""
Immutable.js,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>Immutability is often emphasized in the functional programming paradigm, and most languages have the ability to create immutable objects, which cannot be changed once created. <strong><a href=""https://facebook.github.io/immutable-js/"">Immutable.js</a></strong> is a library for JavaScript that provides many persistent immutable data structures, which are highly efficient on modern JavaScript virtual machines. Immutable.js objects are, however, not normal JavaScript objects, so references to JavaScript objects from immutable objects should be avoided. Our teams have had value using this library for tracking mutation and maintaining state, and it is a library we encourage developers to investigate, especially when it's combined with the rest of the Facebook stack.</p>"
Jepsen,assess,languages-and-frameworks,TRUE,FALSE,FALSE,"<p>With the growth in usage of NoSQL data stores, and the growth in popularity of polyglot approaches to persistence, teams now have many choices when it comes to storing their data. While this has brought many advantages, product behavior with flaky networks can introduce subtle (and not so subtle) issues that are often not well understood, even in some cases by the product developers themselves. The <a href=""https://github.com/aphyr/jepsen""><strong>Jepsen</strong></a> toolkit and accompanying <a href=""https://aphyr.com/tags/Jepsen"">blog</a> have become the de-facto reference for anyone looking to understand how different database and queuing technologies react under adverse conditions. Crucially, the approach to testing, which includes clients in the transactions, shines a spotlight on possible failure modes for many teams building microservices.</p>"
OkHttp,assess,languages-and-frameworks,FALSE,FALSE,FALSE,"<p><strong><a href=""http://square.github.io/okhttp/"">OkHttp</a></strong> is a Java HTTP connection library from Square that provides a fluent interface for creating connections, as well as support for the faster HTTP/2 protocol. Even when using HTTP/1.1, OkHttp can provide performance improvements via connection pooling and transparent gzip compression. Supporting both blocking synchronous and nonblocking asynchronous calls, it can also be used as a drop-in replacement for the widely used Apache HttpClient.</p>"
Recharts,assess,languages-and-frameworks,TRUE,FALSE,FALSE,""
TensorFlow,assess,languages-and-frameworks,TRUE,FALSE,FALSE,""
JSPatch,hold,languages-and-frameworks,TRUE,FALSE,FALSE,""
